Leader,From Lap,To Lap,# Of Laps
Ross Chastain,1,80,80
Joey Logano,81,123,43
Kyle Larson,124,124,1
Ryan Blaney,125,125,1
Cole Custer,126,127,2
"Ricky Stenhouse, Jr.",128,133,6
Joey Logano,134,172,39
Chase Elliott,173,173,1
Joey Logano,174,234,61
Kyle Larson,235,244,10
Joey Logano,245,294,50
Denny Hamlin,295,304,10
Joey Logano,305,333,29
Kevin Harvick,334,340,7
Denny Hamlin,341,352,12
Kevin Harvick,353,400,48
