driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Kevin Harvick,13,4,1,1,26,7,10,106,96,52,49.1,22,332,83.0,55,13.8,400,120.6
Christopher Bell,21,19,2,2,29,13,22,131,109,52,39.7,32,224,56.0,0,0.0,400,92.5
Chris Buescher,18,7,3,2,26,9,9,136,127,59,43.4,26,314,78.5,0,0.0,400,104.7
Denny Hamlin,3,3,4,1,17,4,7,93,86,66,71.0,36,400,100.0,22,5.5,400,121.5
Chase Elliott,23,8,5,1,23,9,16,119,103,71,59.7,11,363,90.8,1,0.3,400,101.4
Joey Logano,17,1,6,1,21,3,9,71,62,39,54.9,41,397,99.3,222,55.5,400,131.4
Martin Truex Jr,6,14,7,3,25,10,-8,117,125,64,54.7,15,385,96.3,0,0.0,400,92.9
Aric Almirola,32,6,8,2,32,9,20,121,101,64,52.9,27,349,87.3,0,0.0,400,94.6
Kyle Busch,29,11,9,3,29,13,15,159,144,68,42.8,2,271,67.8,0,0.0,400,78.9
Ryan Blaney,10,5,10,1,21,7,5,105,100,63,60.0,11,395,98.8,1,0.3,400,104.4
William Byron,4,15,11,3,24,12,-7,121,128,58,47.9,3,301,75.3,0,0.0,400,81.6
Austin Cindric,33,17,12,10,33,18,16,132,116,15,11.4,3,96,24.1,0,0.0,399,66.8
Bubba Wallace,11,16,13,3,25,16,-1,141,142,49,34.8,3,209,52.4,0,0.0,399,70.1
Kyle Larson,1,2,14,1,21,5,-14,67,81,38,56.7,28,390,97.7,11,2.8,399,101.8
Brad Keselowski,8,10,15,4,26,11,-4,73,77,37,50.7,10,352,88.2,0,0.0,399,81.6
Austin Dillon,12,28,16,11,33,24,-6,86,92,17,19.8,5,38,9.5,0,0.0,399,57.4
Ty Dillon,22,12,17,7,28,17,11,137,126,44,32.1,2,168,42.2,0,0.0,398,64.1
Ross Chastain,2,13,18,1,26,11,-20,120,140,48,40.0,18,262,65.8,80,20.1,398,88.4
Daniel Suarez,24,26,19,6,29,23,5,117,112,8,6.8,7,10,2.5,0,0.0,398,52.3
Alex Bowman,5,27,20,4,28,19,-6,97,103,18,18.6,21,94,23.6,0,0.0,398,63.7
Justin Haley,27,21,21,1,30,23,4,127,123,4,3.2,2,3,0.8,0,0.0,398,49.1
Ricky Stenhouse Jr,20,22,22,1,32,20,-6,121,127,17,14.1,16,58,14.6,6,1.5,398,57.9
Chase Briscoe,15,9,23,2,27,14,-11,141,152,88,62.4,8,299,75.3,0,0.0,397,73.9
Noah Gragson,19,18,24,2,30,22,-1,137,138,8,5.8,6,20,5.0,0,0.0,397,48.1
Harrison Burton,30,23,25,17,35,25,5,88,83,0,0.0,1,0,0.0,0,0.0,397,45.4
Cole Custer,7,24,26,1,28,20,-11,126,137,34,27.0,1,129,32.5,2,0.5,397,70.3
Todd Gilliland,16,25,27,3,29,25,-12,134,146,7,5.2,1,3,0.8,0,0.0,397,47.6
Corey LaJoie,31,31,28,26,36,30,3,59,56,0,0.0,0,0,0.0,0,0.0,397,41.7
Michael McDowell,34,30,29,25,35,30,0,56,56,0,0.0,1,0,0.0,0,0.0,395,36.7
Landon Cassill,25,32,30,25,36,32,-3,43,46,0,0.0,0,0,0.0,0,0.0,395,33.8
Tyler Reddick,26,29,31,24,35,30,1,52,51,0,0.0,0,0,0.0,0,0.0,394,37.7
J.J. Yeley,35,33,32,28,36,33,-2,41,43,0,0.0,7,0,0.0,0,0.0,393,28.7
B.J. McLeod,36,34,33,30,36,34,0,37,37,0,0.0,0,0,0.0,0,0.0,392,26.0
Cody Ware,28,35,34,28,36,34,-6,25,31,0,0.0,0,0,0.0,0,0.0,391,27.3
Erik Jones,9,20,35,9,30,26,-18,58,76,2,3.4,0,39,16.3,0,0.0,240,46.7
Ty Gibbs,14,36,36,12,24,27,-24,65,89,19,29.2,0,99,55.0,0,0.0,180,43.0
