Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,3,19,Martin Truex Jr,Bass Pro Shops Red White & Blue   (Joe Gibbs),Toyota,400,running,80,51,5
2,2,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,400,running,197,55,2
3,10,20,Christopher Bell,DeWalt Salutes First Responders   (Joe Gibbs),Toyota,400,running,10,39,0
4,13,9,Chase Elliott,Kelley Blue Book   (Rick Hendrick),Chevrolet,400,running,58,42,0
5,6,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,400,running,0,46,0
6,1,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,400,running,8,45,0
7,17,42,Ross Chastain,Moose Fraternity   (Chip Ganassi),Chevrolet,400,running,4,39,0
8,5,4,Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,400,running,0,32,0
9,15,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,400,running,39,37,0
10,8,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,399,running,0,33,0
11,19,3,Austin Dillon,Roland   (Richard Childress),Chevrolet,399,running,0,26,0
12,12,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,399,running,0,27,0
13,7,2,Brad Keselowski,Western Star   (Roger Penske),Ford,399,running,0,28,0
14,9,10,Aric Almirola,Smithfield / Tuesday's Children   (Stewart Haas Racing),Ford,399,running,0,27,0
15,11,8,Tyler Reddick,Childress Vineyards   (Richard Childress),Chevrolet,398,running,0,22,0
16,26,14,Chase Briscoe,Cummins / Rush Truck Centers   (Stewart Haas Racing),Ford,398,running,0,21,0
17,22,99,Daniel Suarez,Good Sam   (Trackhouse Racing),Chevrolet,398,running,0,20,0
18,28,21,Matt DiBenedetto,Menards / Dutch Boy   (Wood Brothers),Ford,398,running,0,19,0
19,14,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,398,running,0,18,0
20,24,6,Ryan Newman,Oscar Mayer Bacon   (Jack Roush),Ford,398,running,0,17,0
21,31,43,Erik Jones,Petty's Garage   (Richard Petty Motorsports),Chevrolet,398,running,0,16,0
22,21,41,Cole Custer,HaasTooling.com Demo Day   (Stewart Haas Racing),Ford,397,running,0,15,0
23,23,47,Ricky Stenhouse Jr,NOS Energy Drink   (JTG-Daugherty Racing),Chevrolet,397,running,0,14,0
24,18,17,Chris Buescher,Fastenal   (Jack Roush),Ford,396,running,0,13,0
25,20,37,Ryan Preece,Kroger / Crest   (JTG-Daugherty Racing),Chevrolet,396,running,0,12,0
26,30,38,Anthony Alfredo,GoldenNuggetSports.com   (Bob Jenkins),Ford,396,running,0,11,0
27,29,77,Justin Haley,Shavelogic   (Spire Motorsports),Chevrolet,396,running,0,0,0
28,16,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,395,running,0,9,0
29,25,7,Corey LaJoie,Shavelogic   (Spire Motorsports),Chevrolet,395,running,0,8,0
30,32,78,B.J. McLeod,Keen Parts   (B.J. McLeod),Ford,393,running,0,0,0
31,36,51,Garrett Smithley,9/11 Scheme   (Rick Ware),Chevrolet,389,running,0,0,0
32,27,23,Bubba Wallace,Door Dash   (23XI Racing),Toyota,388,running,0,5,0
33,34,15,Joey Gase,Donate Life VA   (Rick Ware),Chevrolet,387,running,0,0,0
34,37,53,J.J. Yeley,Fat Boy   (Rick Ware),Chevrolet,386,running,0,0,0
35,35,00,Quin Houff,Trucker Appreciation   (StarCom Racing),Chevrolet,386,running,0,2,0
36,33,52,Josh Bilicki,Firetruck Scheme   (Rick Ware),Ford,385,running,0,1,0
37,4,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,40,crash,4,1,0
