Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,8,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,500,running,236,57,6
2,10,12,Ryan Blaney,Menards / Libman   (Roger Penske),Ford,500,running,36,42,0
3,7,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,500,running,19,43,0
4,1,2,Brad Keselowski,Dent Wizard   (Roger Penske),Ford,500,running,3,45,0
5,5,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,500,running,23,40,0
6,3,88,Alex Bowman,Planters   (Rick Hendrick),Chevrolet,500,running,1,42,0
7,20,10,Aric Almirola,Smithfield Hometown Original   (Stewart Haas Racing),Ford,500,running,0,30,0
8,16,14,Clint Bowyer,Rush Truck Centers Clint Bowyer Tribute   (Stewart Haas Racing),Ford,500,running,0,29,0
9,9,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,500,running,5,37,0
10,12,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,500,running,0,27,0
11,4,11,Denny Hamlin,"FedEx ""Shop And Ship Early""   (Joe Gibbs)",Toyota,500,running,42,44,1
12,19,20,Erik Jones,Toyota Camry   (Joe Gibbs),Toyota,500,running,0,25,0
13,15,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,500,running,0,24,0
14,31,42,Matt Kenseth,Clover   (Chip Ganassi),Chevrolet,500,running,0,23,0
15,11,95,Christopher Bell,Germania Insurance   (Leavine Family Racing),Toyota,500,running,0,22,0
16,25,13,Ty Dillon,GEICOween   (Germain Racing),Chevrolet,500,running,0,21,0
17,6,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,500,running,0,20,0
18,21,6,Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,499,running,0,20,0
19,22,37,Ryan Preece,Louisiana Hot Sauce   (JTG-Daugherty Racing),Chevrolet,499,running,0,18,0
20,18,47,Ricky Stenhouse Jr,Kroger / Energizer / Cheerios / Hungry Jack   (JTG-Daugherty Racing),Chevrolet,499,running,0,17,0
21,32,43,Bubba Wallace,Door Dash / Vote   (Richard Petty Motorsports),Chevrolet,499,running,0,16,0
22,2,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,499,running,129,29,0
23,14,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,498,running,0,14,0
24,17,8,Tyler Reddick,Motor Trend   (Richard Childress),Chevrolet,498,running,0,13,0
25,26,32,Corey LaJoie,Keen Parts / CorvetteParts.net Halloween   (Archie St. Hilaire),Ford,498,running,6,12,0
26,23,38,John H. Nemechek,Death Wish Coffee   (Bob Jenkins),Ford,498,running,0,11,0
27,29,96,Daniel Suarez,Peacock TV - Can't Not Watch   (Gaunt Brothers),Toyota,497,running,0,10,0
28,24,34,Michael McDowell,Car Parts   (Bob Jenkins),Ford,497,running,0,9,0
29,34,66,Timmy Hill,Dreamworks Motorsports   (Carl Long),Toyota,495,running,0,0,0
30,27,48,Jimmie Johnson,"Ally ""Sign for Jimmie""   (Rick Hendrick)",Chevrolet,495,running,0,8,0
31,38,27,J.J. Yeley,Figgers   (Rick Ware),Ford,494,running,0,0,0
32,33,7,Josh Bilicki,"Insurance King / Police Tribute   (Tommy Baldwin, Jr.)",Chevrolet,490,running,0,0,0
33,35,00,Quin Houff,Units   (StarCom Racing),Chevrolet,489,running,0,4,0
34,39,51,Joey Gase,"RWR ""Thank You Partners""   (Rick Ware)",Ford,447,electrical,0,0,0
35,13,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,439,crash,0,5,0
36,37,53,James Davison,VIR / RacingForHeroes.org   (Rick Ware),Ford,422,electrical,0,1,0
37,30,15,Brennan Poole,Thriv5   (Rick Ware),Chevrolet,184,crash,0,1,0
38,28,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,146,crash,0,1,0
39,36,77,Garrett Smithley,12SecondCultureBook.com   (Spire Motorsports),Chevrolet,100,electrical,0,0,0
