Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,18,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,185,running,19,46,5
2,26,99,Daniel Suarez,Quaker State   (Trackhouse Racing),Chevrolet,185,running,0,35,0
3,19,16,A.J. Allmendinger,Farmsmart   (Matthew Kaulig),Chevrolet,185,running,6,40,0
4,20,34,Michael McDowell,Fr8Auctions.com   (Bob Jenkins),Ford,185,running,0,39,0
5,22,8,Kyle Busch,Cheddar's Scratch Kitchen   (Richard Childress),Chevrolet,185,running,0,32,0
6,11,6,Brad Keselowski,Castrol Edge   (Jack Roush),Ford,185,running,19,41,1
7,24,15,J.J. Yeley,Patriot Mobile   (Rick Ware),Ford,185,running,0,0,0
8,17,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,185,running,0,33,0
9,2,12,Ryan Blaney,Wurth   (Roger Penske),Ford,185,running,20,47,1
10,29,47,Ricky Stenhouse Jr,Kroger/ Slim Jim   (JTG-Daugherty Racing),Chevrolet,185,running,0,27,0
11,25,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,185,running,0,26,0
12,10,2,Austin Cindric,Menards  Quaker State   (Roger Penske),Ford,185,running,10,36,0
13,23,9,Chase Elliott,NAPA/Children's   (Rick Hendrick),Chevrolet,185,running,0,24,0
14,14,11,Denny Hamlin,Coca-Cola   (Joe Gibbs),Toyota,185,running,0,23,0
15,15,17,Chris Buescher,Fastenal   (Jack Roush),Ford,185,running,39,30,0
16,9,38,Todd Gilliland,Georgia Peanuts   (Bob Jenkins),Ford,185,running,0,21,0
17,4,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,185,running,11,27,0
18,1,10,Aric Almirola,Smithfield / IHOP   (Stewart Haas Racing),Ford,185,running,46,20,0
19,27,77,Ty Dillon,Raze Energy Blue Shock   (Spire Motorsports),Chevrolet,185,running,0,18,0
20,35,78,B.J. McLeod,Gunk   (B.J. McLeod),Chevrolet,185,running,1,17,0
21,33,3,Austin Dillon,Dow Salutes Veterans   (Richard Childress),Chevrolet,185,running,0,16,0
22,3,14,Chase Briscoe,Magical Vacation Planner   (Stewart Haas Racing),Ford,185,running,0,15,0
23,34,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,185,running,0,21,0
24,13,41,Ryan Preece,Sony Mobile ES   (Stewart Haas Racing),Ford,185,running,0,14,0
25,37,23,Bubba Wallace,Leidos   (23XI Racing),Toyota,185,running,5,17,0
26,36,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,185,running,0,11,0
27,12,45,Tyler Reddick,The Beast Unleashed   (23XI Racing),Toyota,185,running,0,12,0
28,5,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,184,running,0,9,0
29,16,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,184,running,5,16,0
30,6,4,Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,181,running,0,7,0
31,28,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,179,running,0,6,0
32,21,51,Cole Custer,Jacob Companies   (Rick Ware),Ford,178,running,0,0,0
33,31,42,Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,174,running,0,4,0
34,7,54,Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,150,running,0,3,0
35,30,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,124,dvp,0,2,0
36,8,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,111,crash,4,10,0
37,32,62,Austin Hill,Bennett Transportation/Beard   (Beard Motorsports),Chevrolet,92,dvp,0,0,0
