Rank,Driver,Wins,Points
1,Joey Logano,1,133
2,Denny Hamlin,1,127
3,Brad Keselowski,1,115
4,Kevin Harvick,0,131
5,Kyle Busch,0,121
6,Kyle Larson,0,102
7,Ricky Stenhouse Jr,0,99
8,Erik Jones,0,98
8,Martin Truex Jr,0,98
10,Kurt Busch,0,95
11,Aric Almirola,0,92
12,Alex Bowman,0,85
13,Clint Bowyer,0,83
14,Chase Elliott,0,81
15,Ryan Blaney,0,69
16,William Byron,0,66
