driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Tyler Reddick,4,22,1,1,33,9,-11,86,97,55,64.0,38,255,76.3,70,21.0,334,130.1
Joey Logano,2,18,2,1,27,9,20,94,74,52,55.3,5,241,72.2,15,4.5,334,111.6
Justin Haley,31,23,3,3,33,18,16,119,103,23,19.3,3,120,35.9,0,0.0,334,75.4
Ryan Blaney,14,3,4,1,22,10,23,87,64,59,67.8,18,273,81.7,29,8.7,334,104.7
Chase Briscoe,30,26,5,3,32,20,-39,76,115,13,17.1,0,107,32.0,0,0.0,334,67.0
Erik Jones,27,5,6,1,29,12,33,109,76,76,69.7,14,236,70.7,1,0.3,334,91.7
William Byron,3,9,7,1,27,7,29,94,65,74,78.7,21,316,94.6,42,12.6,334,117.0
Brad Keselowski,1,12,8,1,33,13,49,133,84,75,56.4,19,211,63.2,31,9.3,334,93.6
Kyle Larson,9,4,9,1,30,10,51,107,56,58,54.2,24,259,77.5,19,5.7,334,101.3
Denny Hamlin,8,10,10,1,29,11,26,117,91,56,47.9,9,236,70.7,2,0.6,334,93.0
Michael McDowell,5,15,11,1,30,10,-2,87,89,66,75.9,4,289,86.5,12,3.6,334,96.1
Daniel Suarez,10,11,12,1,29,12,-10,69,79,49,71.0,1,262,78.4,1,0.3,334,80.2
Ross Chastain,12,2,13,1,27,10,30,94,64,54,57.4,7,269,80.5,1,0.3,334,89.6
Corey LaJoie,29,25,14,10,33,23,-25,125,150,26,20.8,1,57,17.1,0,0.0,334,51.4
Austin Cindric,11,17,15,5,32,17,25,129,104,45,34.9,4,141,42.2,0,0.0,334,70.2
Ty Dillon,32,21,16,9,32,19,-23,107,130,24,22.4,1,65,19.5,0,0.0,334,59.2
Austin Dillon,7,8,17,1,27,12,-22,76,98,50,65.8,3,230,68.9,3,0.9,334,76.9
Harrison Burton,20,32,18,1,32,18,-21,99,120,56,56.6,3,141,42.2,15,4.5,334,65.9
Kevin Harvick,23,14,19,1,29,16,4,88,84,43,48.9,0,170,50.9,9,2.7,334,67.7
Ty Gibbs,16,24,20,11,31,22,-45,94,139,9,9.6,0,23,6.9,0,0.0,334,48.8
Noah Gragson,26,13,21,6,31,18,-11,119,130,42,35.3,1,153,45.8,0,0.0,334,58.4
Landon Cassill,35,28,22,16,35,26,-34,59,93,0,0.0,0,0,0.0,0,0.0,334,39.3
Garrett Smithley,33,29,23,4,36,29,-11,18,29,0,0.0,0,5,1.5,0,0.0,334,36.8
Aric Almirola,25,20,24,7,31,21,-20,98,118,13,13.3,0,41,12.3,0,0.0,334,47.2
Bubba Wallace,19,7,25,3,36,22,-20,78,98,19,24.4,10,77,23.1,0,0.0,334,50.8
B.J. McLeod,34,31,26,1,36,30,-7,12,19,0,0.0,0,5,1.5,1,0.3,333,32.5
Ricky Stenhouse Jr,21,19,27,1,33,18,-7,103,110,12,11.7,3,88,26.4,23,6.9,333,52.7
Todd Gilliland,28,27,28,1,33,24,-77,84,161,7,8.3,2,54,16.2,1,0.3,333,41.6
Alex Bowman,17,33,29,8,34,26,6,22,16,15,68.2,1,53,16.1,0,0.0,329,63.8
Chris Buescher,13,16,30,3,31,18,12,72,60,41,56.9,6,147,54.4,0,0.0,270,60.4
Martin Truex Jr,15,6,31,1,31,15,53,119,66,64,53.8,15,206,77.2,15,5.6,267,75.1
Chase Elliott,6,1,32,1,14,17,-6,23,29,23,100.0,12,184,100.0,44,23.9,184,106.8
Cody Ware,36,30,33,19,36,33,-9,13,22,0,0.0,0,0,0.0,0,0.0,166,24.8
Christopher Bell,22,34,34,6,33,26,23,62,39,30,48.4,0,74,54.4,0,0.0,136,48.5
Cole Custer,24,35,35,20,27,32,-5,26,31,0,0.0,0,0,0.0,0,0.0,77,30.0
Kyle Busch,18,36,36,4,20,33,10,15,5,9,60.0,0,22,45.8,0,0.0,48,33.0
