Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,3,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,312,running,143,59,6
2,1,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,312,running,69,50,0
3,10,12,Ryan Blaney,DEX Imaging   (Roger Penske),Ford,312,running,0,44,0
4,5,42,Kyle Larson,Clover   (Chip Ganassi),Chevrolet,312,running,0,42,0
5,7,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,312,running,0,38,0
6,4,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs & Boats   (Joe Gibbs),Toyota,312,running,0,36,0
7,9,20,Erik Jones,Interstate Batteries   (Joe Gibbs),Toyota,312,running,0,30,0
8,13,14,Clint Bowyer,One Cure   (Stewart Haas Racing),Ford,312,running,0,29,0
9,2,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,312,running,93,45,1
10,12,2,Brad Keselowski,Miller Lite Holiday Knitwear   (Roger Penske),Ford,312,running,3,34,0
11,8,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,312,running,4,28,0
12,19,21,Paul Menard,Menards / Maytag   (Wood Brothers),Ford,312,running,0,25,0
13,16,95,Matt DiBenedetto,Dumont Jets   (Leavine Family Racing),Toyota,312,running,0,24,0
14,22,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,312,running,0,23,0
15,15,41,Daniel Suarez,Haas Automation   (Stewart Haas Racing),Ford,312,running,0,22,0
16,17,37,Chris Buescher,Maxwell House / Bush's / Louisiana Hot Sauce   (JTG-Daugherty Racing),Chevrolet,311,running,0,21,0
17,18,24,William Byron,Hertz   (Rick Hendrick),Chevrolet,311,running,0,23,0
18,20,6,Ryan Newman,Mazola   (Jack Roush),Ford,311,running,0,19,0
19,24,17,Ricky Stenhouse Jr,NOS Energy   (Jack Roush),Ford,311,running,0,18,0
20,29,13,Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,311,running,0,17,0
21,27,8,Daniel Hemric,CAT Large Dozers   (Richard Childress),Chevrolet,311,running,0,16,0
22,11,10,Aric Almirola,Eckrich   (Stewart Haas Racing),Ford,310,running,0,15,0
23,14,88,Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,310,running,0,14,0
24,28,3,Austin Dillon,"American Ethanol ""15 Million Miles on E15""   (Richard Childress)",Chevrolet,309,running,0,13,0
25,23,43,Bubba Wallace,United States Air Force   (Richard Petty Motorsports),Chevrolet,308,running,0,12,0
26,25,47,Ryan Preece,Kroger / No Yolks / Tyson   (JTG-Daugherty Racing),Chevrolet,307,running,0,11,0
27,26,36,John H. Nemechek,Yanmar / Martin Generators   (Bob Jenkins),Ford,307,running,0,0,0
28,32,15,Ross Chastain,Premium Motorsports   (Jay Robinson),Chevrolet,307,running,0,0,0
29,39,53,J.J. Yeley,Factor One Source Pharmacy   (Rick Ware),Chevrolet,306,running,0,0,0
30,21,34,Michael McDowell,Love's Travel Stops / Delo   (Bob Jenkins),Ford,306,running,0,7,0
31,35,51,Garrett Smithley,Jacob Companies   (Rick Ware),Chevrolet,304,running,0,0,0
32,34,52,Bayley Currey,Pit Boss Grills   (Rick Ware),Chevrolet,304,running,0,0,0
33,33,00,Landon Cassill,StarCom Fiber   (StarCom Racing),Chevrolet,303,running,0,0,0
34,36,27,Joe Nemechek,VIPRacingExperience.com   (Jay Robinson),Chevrolet,296,running,0,0,0
35,31,32,Corey LaJoie,Bluegreen Vacations   (Archie St. Hilaire),Ford,294,running,0,2,0
36,30,38,David Ragan,Mannington Commercial   (Bob Jenkins),Ford,261,suspension,0,1,0
37,37,77,Reed Sorenson,Spire Motorsports,Chevrolet,226,brakes,0,1,0
38,38,66,Joey Gase,Fan Memories at WGI   (Carl Long),Toyota,170,engine,0,0,0
39,6,9,Chase Elliott,NAPA Autocare Center   (Rick Hendrick),Chevrolet,165,crash,0,18,0
