Leader,From Lap,To Lap,# Of Laps
Kyle Busch,1,69,69
Brad Keselowski,70,72,3
Denny Hamlin,73,82,10
Joey Logano,83,153,71
Denny Hamlin,154,154,1
Joey Logano,155,176,22
Denny Hamlin,177,246,70
Kurt Busch,247,250,4
Denny Hamlin,251,312,62
