Leader,From Lap,To Lap,# Of Laps
Denny Hamlin,1,9,9
Joey Logano,10,13,4
Ryan Blaney,14,22,9
A.J. Allmendinger,23,24,2
Chase Elliott,25,26,2
A.J. Allmendinger,27,29,3
Kyle Busch,30,51,22
Ryan Blaney,52,52,1
William Byron,53,75,23
Kurt Busch,76,76,1
Chris Buescher,77,77,1
Denny Hamlin,78,80,3
William Byron,81,87,7
Kurt Busch,88,88,1
Denny Hamlin,89,101,13
Kyle Larson,102,109,8
