Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,24,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs & Boats   (Joe Gibbs),Toyota,267,running,32,53,6
2,3,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,267,running,47,51,0
3,18,2,Brad Keselowski,Auto Trader   (Roger Penske),Ford,267,running,0,34,0
4,8,9,Chase Elliott,NAPA Filters   (Rick Hendrick),Chevrolet,267,running,12,39,0
5,23,12,Ryan Blaney,PPG   (Roger Penske),Ford,267,running,1,35,0
6,19,88,Alex Bowman,Nationwide   (Rick Hendrick),Chevrolet,267,running,0,32,0
7,14,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,267,running,6,39,0
8,15,42,Kyle Larson,Clover   (Chip Ganassi),Chevrolet,267,running,2,39,0
9,22,22,Joey Logano,Pennzoil   (Roger Penske),Ford,267,running,105,47,1
10,17,6,Ryan Newman,Oscar Mayer Bacon   (Jack Roush),Ford,267,running,0,27,0
11,9,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,267,running,0,26,0
12,7,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,267,running,0,31,0
13,4,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,267,running,3,32,0
14,21,21,Paul Menard,Menards / Monster   (Wood Brothers),Ford,267,running,0,23,0
15,13,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,267,running,3,26,0
16,27,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,267,running,0,21,0
17,6,8,Daniel Hemric,Cessna / Beechcraft   (Richard Childress),Chevrolet,267,running,0,20,0
18,28,37,Chris Buescher,Natural Light Seltzer   (JTG-Daugherty Racing),Chevrolet,266,running,1,19,0
19,20,18,Kyle Busch,M&M's Hazelnut   (Joe Gibbs),Toyota,266,running,0,18,0
20,2,41,Daniel Suarez,Haas Automation   (Stewart Haas Racing),Ford,266,running,29,24,0
21,25,95,Matt DiBenedetto,Barstool Sports   (Leavine Family Racing),Toyota,266,running,9,16,0
22,11,38,David Ragan,Select Blinds   (Bob Jenkins),Ford,266,running,0,15,0
23,31,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,266,running,0,14,0
24,10,34,Michael McDowell,Love's Travel Stops / International Trucks   (Bob Jenkins),Ford,266,running,16,13,0
25,1,14,Clint Bowyer,Toco Warranty   (Stewart Haas Racing),Ford,266,running,1,12,0
26,12,17,Ricky Stenhouse Jr,Sunny D   (Jack Roush),Ford,265,running,0,11,0
27,16,47,Ryan Preece,Kroger / Nature Valley / Clorox   (JTG-Daugherty Racing),Chevrolet,265,running,0,10,0
28,33,32,Corey LaJoie,Schluter Systems   (Archie St. Hilaire),Ford,265,running,0,9,0
29,30,00,Landon Cassill,William Hill Sports Book / Sahara Las Vegas   (StarCom Racing),Chevrolet,265,running,0,0,0
30,29,36,Matt Tifft,Surface Sunscreen / Maui Jim   (Bob Jenkins),Ford,264,running,0,7,0
31,32,15,Ross Chastain,Xchange of America   (Jay Robinson),Chevrolet,262,running,0,0,0
32,36,53,J.J. Yeley,AQRE.app   (Rick Ware),Ford,260,running,0,0,0
33,35,51,B.J. McLeod,Jacob Companies   (Rick Ware),Ford,259,running,0,0,0
34,38,27,Joe Nemechek,Premium Motorsports   (Jay Robinson),Chevrolet,257,running,0,0,0
35,34,52,Garrett Smithley,Honest Abe Roofing   (Rick Ware),Ford,255,running,0,0,0
36,26,20,Erik Jones,Craftsman / Gas Monkey Garage   (Joe Gibbs),Toyota,254,running,0,2,0
37,37,77,Reed Sorenson,Spire Motorsports,Chevrolet,250,running,0,1,0
38,39,66,Joey Gase,Nevada Donor Network / Fan Memories   (Carl Long),Toyota,249,running,0,0,0
39,5,1,Kurt Busch,Gear Wrench   (Chip Ganassi),Chevrolet,187,crash,0,8,0
