Leader,From Lap,To Lap,# Of Laps
Joey Logano,1,27,27
Tyler Reddick,28,30,3
A.J. Allmendinger,31,48,18
Ross Chastain,49,51,3
A.J. Allmendinger,52,54,3
Tyler Reddick,55,72,18
A.J. Allmendinger,73,75,3
Erik Jones,76,76,1
Chase Elliott,77,106,30
Kevin Harvick,107,110,4
Christopher Bell,111,112,2
