Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,18,45,Tyler Reddick,Jordan Brand   (23XI Racing),Toyota,188,running,13,47,5
2,22,6,Brad Keselowski,Castrol Edge   (Jack Roush),Ford,188,running,2,38,0
3,36,10,Noah Gragson,Overstock.com   (Stewart Haas Racing),Ford,188,running,5,34,0
4,33,47,Ricky Stenhouse Jr,Boost/Thomas'/Philadelphia   (JTG-Daugherty Racing),Chevrolet,188,running,0,33,0
5,12,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,188,running,0,33,0
6,24,62,Anthony Alfredo,Dude Wipes   (Beard Motorsports),Chevrolet,188,running,4,0,0
7,13,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,188,running,0,38,0
8,3,38,Todd Gilliland,gener8tor   (Bob Jenkins),Ford,188,running,0,29,0
9,19,31,Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,188,running,8,28,0
10,16,21,Harrison Burton,Motorcraft  Quick Lane   (Wood Brothers),Ford,188,running,0,32,0
11,6,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,188,running,16,26,0
12,26,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,188,running,3,25,0
13,32,1,Ross Chastain,Jockey Outdoors By Luke Bryan   (Trackhouse Racing),Chevrolet,188,running,6,30,0
14,11,41,Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,188,running,0,25,0
15,9,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,188,running,5,34,0
16,29,4,Josh Berry,Overstock.com   (Stewart Haas Racing),Ford,188,running,3,21,0
17,35,77,Carson Hocevar,Zeigler Auto Group   (Spire Motorsports),Chevrolet,188,running,1,20,0
18,31,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,188,running,0,19,0
19,7,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,188,running,22,28,1
20,21,12,Ryan Blaney,Wabash   (Roger Penske),Ford,188,running,1,24,0
21,38,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,188,running,0,24,0
22,15,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,188,running,1,16,0
23,2,2,Austin Cindric,MenardsRichmond Water Heaters   (Roger Penske),Ford,188,running,16,33,1
24,34,15,Cody Ware,Jacob Construction   (Rick Ware),Ford,188,running,0,13,0
25,8,17,Chris Buescher,Fastenal   (Jack Roush),Ford,188,running,6,16,0
26,25,99,Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,188,running,0,11,0
27,4,8,Kyle Busch,Cheddar's   (Richard Childress),Chevrolet,188,running,4,16,0
28,17,16,Shane Van Gisbergen,Wendy's   (Matthew Kaulig),Chevrolet,188,running,3,0,0
29,30,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,188,running,0,8,0
30,5,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,188,running,0,14,0
31,1,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,187,crash,36,6,0
32,37,78,B.J. McLeod,Live Fast Motorsports   (B.J. McLeod),Chevrolet,187,running,5,0,0
33,20,42,John H. Nemechek,AdventHealth   (Legacy Motor Club),Toyota,184,running,20,4,0
34,27,51,Justin Haley,Parts Plus   (Rick Ware),Ford,184,running,4,3,0
35,28,43,Erik Jones,Family Dollar   (Legacy Motor Club),Toyota,154,crash,0,2,0
36,14,23,Bubba Wallace,Leidos   (23XI Racing),Toyota,154,crash,0,1,0
37,23,11,Denny Hamlin,FedEx Ultimate Fan Contest   (Joe Gibbs),Toyota,154,crash,4,1,0
38,10,20,Christopher Bell,Mobil 1   (Joe Gibbs),Toyota,132,crash,0,5,0
