Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,2,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,271,running,176,60,7
2,6,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,271,running,63,53,0
3,11,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,271,running,2,46,0
4,13,23,Bubba Wallace,Columbia Sportswear Company   (23XI Racing),Toyota,271,running,0,41,0
5,10,20,Christopher Bell,SiriusXM   (Joe Gibbs),Toyota,271,running,0,45,0
6,9,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,271,running,0,31,0
7,15,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,271,running,3,42,0
8,27,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,271,running,0,29,0
9,14,4,Kevin Harvick,Rheem   (Stewart Haas Racing),Ford,271,running,0,29,0
10,24,99,Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,271,running,0,27,0
11,12,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,271,running,10,35,0
12,8,1,Ross Chastain,GlobalTranz   (Trackhouse Racing),Chevrolet,271,running,0,37,0
13,3,12,Ryan Blaney,MenardsPennzoil   (Roger Penske),Ford,271,running,0,24,0
14,5,8,Kyle Busch,Alsco   (Richard Childress),Chevrolet,271,running,0,25,0
15,34,45,Tyler Reddick,Monster Energy   (23XI Racing),Toyota,271,running,3,22,0
16,21,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,271,running,0,21,0
17,7,6,Brad Keselowski,Fastenal   (Jack Roush),Ford,271,running,5,23,0
18,23,16,A.J. Allmendinger,Action Industries   (Matthew Kaulig),Chevrolet,271,running,0,19,0
19,22,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,270,crash,0,18,0
20,19,7,Corey LaJoie,EnviroXstream   (Spire Motorsports),Chevrolet,270,running,0,17,0
21,18,17,Chris Buescher,Nexletol   (Jack Roush),Ford,270,running,0,16,0
22,4,54,Ty Gibbs,He Gets Us   (Joe Gibbs),Toyota,270,running,0,15,0
23,31,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,270,running,0,14,0
24,16,47,Ricky Stenhouse Jr,Smith's/Coca-Cola Zero Sugar   (JTG-Daugherty Racing),Chevrolet,270,running,0,13,0
25,17,34,Michael McDowell,Quincy Compressor   (Bob Jenkins),Ford,270,running,0,12,0
26,35,21,Harrison Burton,Motorcraft/Quick Lane   (Wood Brothers),Ford,269,running,0,11,0
27,26,3,Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,269,running,0,10,0
28,20,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,269,running,0,9,0
29,32,9,Josh Berry,NAPA Auto Parts   (Rick Hendrick),Chevrolet,269,running,0,0,0
30,25,42,Noah Gragson,Sunseeker Resort   (Legacy Motor Club),Chevrolet,269,running,0,7,0
31,28,38,Todd Gilliland,Ruedebusch   (Bob Jenkins),Ford,268,running,0,6,0
32,36,78,B.J. McLeod,Circle B Diecast   (B.J. McLeod),Chevrolet,266,running,0,5,0
33,29,15,J.J. Yeley,OTR Mobile   (Rick Ware),Ford,265,running,0,4,0
34,33,77,Ty Dillon,Nations Guard   (Spire Motorsports),Chevrolet,265,running,0,3,0
35,30,51,Cody Ware,Biohaven/Jacob Co.   (Rick Ware),Ford,259,running,0,2,0
36,1,22,Joey Logano,Pennzoil   (Roger Penske),Ford,183,dvp,9,1,0
