driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
William Byron,2,1,1,1,11,2,4,50,46,38,76.0,59,271,100.0,176,64.9,271,148.2
Kyle Larson,6,2,2,1,17,2,6,62,56,45,72.6,40,269,99.3,63,23.2,271,126.3
Alex Bowman,11,4,3,1,19,6,8,87,79,66,75.9,28,266,98.2,2,0.7,271,110.5
Bubba Wallace,13,6,4,2,18,8,14,131,117,100,76.3,9,270,99.6,0,0.0,271,101.6
Christopher Bell,10,3,5,3,24,8,6,122,116,72,59.0,5,235,86.7,0,0.0,271,101.0
Austin Cindric,9,23,6,5,34,18,-1,102,103,23,22.5,1,82,30.3,0,0.0,271,75.9
Martin Truex Jr,15,7,7,1,35,7,6,152,146,84,55.3,6,262,96.7,3,1.1,271,105.6
Justin Haley,27,19,8,4,29,19,18,172,154,26,15.1,6,20,7.4,0,0.0,271,72.1
Kevin Harvick,14,11,9,6,28,11,2,120,118,76,63.3,1,260,95.9,0,0.0,271,87.9
Daniel Suarez,24,13,10,4,24,14,7,135,128,74,54.8,7,172,63.5,0,0.0,271,81.8
Denny Hamlin,12,10,11,1,30,6,-6,145,151,91,62.8,11,263,97.0,10,3.7,271,105.2
Ross Chastain,8,5,12,3,15,5,-7,80,87,53,66.3,6,270,99.6,0,0.0,271,103.1
Ryan Blaney,3,18,13,2,36,13,-8,131,139,61,46.6,7,193,71.2,0,0.0,271,80.7
Kyle Busch,5,9,14,4,21,11,-7,123,130,76,61.8,2,250,92.3,0,0.0,271,86.6
Tyler Reddick,34,15,15,1,34,13,34,149,115,75,50.3,6,226,83.4,3,1.1,271,81.1
Aric Almirola,21,16,16,7,31,18,-4,128,132,30,23.4,1,70,25.8,0,0.0,271,71.2
Brad Keselowski,7,8,17,1,21,11,-5,117,122,72,61.5,4,226,83.4,5,1.8,271,80.6
A.J. Allmendinger,23,20,18,5,34,19,3,143,140,31,21.7,1,59,21.8,0,0.0,271,63.9
Erik Jones,22,12,19,5,24,15,10,123,113,45,36.6,1,152,56.3,0,0.0,270,67.6
Corey LaJoie,19,21,20,8,27,20,-7,102,109,3,2.9,0,10,3.7,0,0.0,270,56.2
Chris Buescher,18,17,21,11,30,20,-1,123,124,13,10.6,9,20,7.4,0,0.0,270,59.7
Ty Gibbs,4,25,22,4,33,24,-21,101,122,6,5.9,5,12,4.4,0,0.0,270,57.5
Ryan Preece,31,22,23,4,35,23,9,93,84,7,7.5,0,6,2.2,0,0.0,270,47.0
Ricky Stenhouse Jr,16,28,24,11,32,25,-5,98,103,3,3.1,2,4,1.5,0,0.0,270,51.5
Michael McDowell,17,24,25,8,34,24,-13,99,112,11,11.1,11,9,3.3,0,0.0,270,53.6
Harrison Burton,35,30,26,19,36,29,8,83,75,0,0.0,2,0,0.0,0,0.0,269,39.3
Austin Dillon,26,27,27,7,32,27,2,110,108,5,4.5,0,3,1.1,0,0.0,269,43.0
Chase Briscoe,20,31,28,14,32,26,-15,91,106,0,0.0,0,0,0.0,0,0.0,269,43.3
Josh Berry,32,26,29,3,33,27,2,93,91,6,6.5,0,3,1.1,0,0.0,269,41.7
Noah Gragson,25,29,30,21,36,30,-10,70,80,0,0.0,6,0,0.0,0,0.0,269,37.3
Todd Gilliland,28,32,31,26,36,31,-2,49,51,0,0.0,2,0,0.0,0,0.0,268,33.7
B.J. McLeod,36,33,32,3,36,33,4,62,58,8,12.9,0,4,1.5,0,0.0,266,27.2
J.J. Yeley,29,35,33,2,35,33,-4,56,60,8,14.3,0,3,1.1,0,0.0,265,28.5
Ty Dillon,33,34,34,14,36,33,-3,57,60,2,3.5,1,0,0.0,0,0.0,265,29.6
Cody Ware,30,36,35,26,36,36,-6,20,26,0,0.0,0,0,0.0,0,0.0,259,23.7
Joey Logano,1,14,36,1,26,19,-17,69,86,39,56.5,1,175,95.6,9,4.9,183,66.1
