Leader,From Lap,To Lap,# Of Laps
Chase Elliott,1,27,27
Austin Dillon,28,30,3
Matt Kenseth,31,31,1
Austin Dillon,32,58,27
Denny Hamlin,59,136,78
Brad Keselowski,137,138,2
Kyle Busch,139,141,3
"Ricky Stenhouse, Jr.",142,142,1
Matt DiBenedetto,143,159,17
William Byron,160,160,1
Denny Hamlin,161,188,28
"Martin Truex, Jr.",189,253,65
Brad Keselowski,254,260,7
Austin Dillon,261,279,19
"Martin Truex, Jr.",280,302,23
Denny Hamlin,303,311,9
