Leader,From Lap,To Lap,# Of Laps
Kyle Busch,1,5,5
Kyle Larson,6,45,40
Kurt Busch,46,48,3
Aric Almirola,49,49,1
Kyle Busch,50,53,4
Kyle Larson,54,79,26
Chase Elliott,80,92,13
Kyle Larson,93,137,45
Kyle Busch,138,138,1
Kyle Larson,139,176,38
Chase Briscoe,177,181,5
Kyle Larson,182,218,37
Ross Chastain,219,222,4
Kyle Larson,223,300,78
