Leader,From Lap,To Lap,# Of Laps
Shane Van Gisbergen,1,21,21
Tyler Reddick,22,27,6
Kyle Larson,28,47,20
Alex Bowman,48,52,5
A.J. Allmendinger,53,66,14
Kyle Larson,67,75,9
Christopher Bell,76,76,1
Kyle Larson,77,109,33
