Leader,From Lap,To Lap,# Of Laps
Tyler Reddick,1,1,1
Austin Cindric,2,2,1
Tyler Reddick,3,33,31
Austin Cindric,34,40,7
"Ricky Stenhouse, Jr.",41,41,1
Daniel Suarez,42,56,15
Bubba Wallace,57,85,29
Daniel Suarez,86,96,11
Ross Chastain,97,97,1
Denny Hamlin,98,102,5
Daniel Suarez,103,107,5
Ross Chastain,108,128,21
Ryan Blaney,129,167,39
Joey Logano,168,196,29
Ross Chastain,197,229,33
Justin Haley,230,245,16
Chase Briscoe,246,251,6
Ross Chastain,252,264,13
Joey Logano,265,267,3
