Leader,From Lap,To Lap,# Of Laps
Chase Briscoe,1,27,27
Austin Cindric,28,53,26
Ryan Blaney,54,65,12
Kyle Busch,66,96,31
Michael McDowell,97,130,34
Kurt Busch,131,142,12
"Martin Truex, Jr.",143,184,42
Kyle Busch,185,185,1
Erik Jones,186,189,4
Kyle Busch,190,207,18
Joey Logano,208,227,20
Kyle Busch,228,243,16
Joey Logano,244,245,2
