Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,9,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,163,running,32,53,5
2,4,20,Erik Jones,Reser's Main St. Bistro   (Joe Gibbs),Toyota,163,running,10,43,0
3,8,19,Martin Truex Jr,Bass Pro Shops / Tracker Off Road   (Joe Gibbs),Toyota,163,running,0,47,0
4,31,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,163,running,0,33,0
5,23,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,163,running,0,38,0
6,1,4,Kevin Harvick,Busch Beer Gen X   (Stewart Haas Racing),Ford,163,running,62,48,0
7,17,8,Daniel Hemric,Caterpillar   (Richard Childress),Chevrolet,163,running,0,30,0
8,11,2,Brad Keselowski,Alliance Truck Parts   (Roger Penske),Ford,163,running,0,32,0
9,5,18,Kyle Busch,Skittles   (Joe Gibbs),Toyota,163,running,56,38,1
10,30,12,Ryan Blaney,Money Lion Insta Cash   (Roger Penske),Ford,163,running,0,27,0
11,13,14,Clint Bowyer,Toco Warranty / Haas CNC   (Stewart Haas Racing),Ford,163,running,0,27,0
12,3,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,163,running,0,28,0
13,2,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,163,running,0,41,0
14,19,6,Ryan Newman,Performance Plus Motor Oil   (Jack Roush),Ford,163,running,0,23,0
15,32,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,163,running,3,32,1
16,33,37,Chris Buescher,Kroger Fast Start / Maxwell House / Kleenex   (JTG-Daugherty Racing),Chevrolet,163,running,0,21,0
17,10,95,Matt DiBenedetto,Toyota Express Maintenance   (Leavine Family Racing),Toyota,163,running,0,20,0
18,16,21,Paul Menard,Menards / Duracell Optimum   (Wood Brothers),Ford,163,running,0,19,0
19,34,3,Austin Dillon,Freightliner   (Richard Childress),Chevrolet,163,running,0,23,0
20,12,88,Alex Bowman,Nationwide   (Rick Hendrick),Chevrolet,163,running,0,19,0
21,14,17,Ricky Stenhouse Jr,Roush Performance / Fastenal   (Jack Roush),Ford,163,running,0,16,0
22,21,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,163,running,0,15,0
23,22,36,Matt Tifft,Surface Sunscreen   (Bob Jenkins),Ford,163,running,0,14,0
24,7,41,Daniel Suarez,Haas Automation   (Stewart Haas Racing),Ford,163,running,0,13,0
25,35,34,Michael McDowell,Long John Silver's   (Bob Jenkins),Ford,163,running,0,12,0
26,36,32,Corey LaJoie,Adirondack Tree Surgeons   (Archie St. Hilaire),Ford,162,running,0,11,0
27,6,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,162,running,0,12,0
28,24,00,Landon Cassill,Mane 'n Tail  Color Protect   (StarCom Racing),Chevrolet,159,running,0,0,0
29,25,13,Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,159,running,0,8,0
30,37,15,Ross Chastain,Premium Motorsports   (Jay Robinson),Chevrolet,159,running,0,0,0
31,28,77,Quin Houff,Rapid City Rush   (Spire Motorsports),Chevrolet,158,running,0,6,0
32,38,27,Reed Sorenson,Lehigh Valley Phantoms   (Jay Robinson),Chevrolet,158,running,0,5,0
33,27,51,B.J. McLeod,Jacob Companies / Pocono Organics   (Rick Ware),Ford,158,running,0,0,0
34,29,52,Austin Theriault,Trick Shot / Bangor Savings Bank   (Rick Ware),Ford,157,running,0,3,0
35,26,53,Josh Bilicki,Token 4 Token   (Rick Ware),Chevrolet,146,driveshaft,0,0,0
36,15,38,David Ragan,MDS Transport   (Bob Jenkins),Ford,123,crash,0,1,0
37,20,47,Ryan Preece,Kroger.com / Jimmy Dean / Clorox   (JTG-Daugherty Racing),Chevrolet,114,crash,0,1,0
38,18,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,83,crash,0,1,0
