Leader,From Lap,To Lap,# Of Laps
Kevin Harvick,1,39,39
Kyle Busch,40,51,12
Kevin Harvick,52,71,20
Kyle Busch,72,97,26
Jimmie Johnson,98,100,3
Kevin Harvick,101,103,3
Denny Hamlin,104,115,12
Kyle Busch,116,133,18
Erik Jones,134,143,10
Denny Hamlin,144,163,20
