Rank,Driver,Wins,Points
1,Martin Truex Jr,1,180
2,Kyle Larson,1,179
3,Christopher Bell,1,167
4,William Byron,1,152
5,Michael McDowell,1,140
6,Denny Hamlin,0,236
7,Brad Keselowski,0,197
8,Joey Logano,0,192
9,Chase Elliott,0,179
10,Kevin Harvick,0,176
11,Kurt Busch,0,144
12,Austin Dillon,0,135
13,Ryan Blaney,0,134
14,Ryan Preece,0,123
15,Kyle Busch,0,115
16,Ricky Stenhouse Jr,0,113
