Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,24,William Byron,AXALTA Throwback   (Rick Hendrick),Chevrolet,295,running,7,56,5
2,20,4,Kevin Harvick,SunnyD   (Stewart Haas Racing),Ford,295,running,5,42,0
3,21,9,Chase Elliott,LLumar Throwback   (Rick Hendrick),Chevrolet,295,running,0,34,0
4,10,6,Brad Keselowski,Castrol GTX   (Jack Roush),Ford,295,running,0,44,0
5,2,23,Bubba Wallace,Dr Pepper   (23XI Racing),Toyota,295,running,3,40,0
6,14,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,295,running,0,31,0
7,12,8,Kyle Busch,Lucas Oil   (Richard Childress),Chevrolet,295,running,0,45,0
8,22,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,295,running,0,29,0
9,11,12,Ryan Blaney,Menards  Dutch Boy   (Roger Penske),Ford,295,running,4,31,0
10,27,17,Chris Buescher,Jack Roush,Ford,295,running,0,27,0
11,24,38,Todd Gilliland,Serial1.com E-Bikes   (Bob Jenkins),Ford,295,running,0,26,0
12,8,11,Denny Hamlin,Federal Express   (Joe Gibbs),Toyota,295,running,9,25,0
13,3,47,Ricky Stenhouse Jr,Kroger/Country Crock   (JTG-Daugherty Racing),Chevrolet,295,running,0,30,0
14,16,20,Christopher Bell,DEWALT   (Joe Gibbs),Toyota,295,running,0,29,0
15,32,41,Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,295,running,0,22,0
16,13,54,Ty Gibbs,Shriners Children's   (Joe Gibbs),Toyota,295,running,0,21,0
17,31,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,295,running,0,20,0
18,15,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,295,running,0,19,0
19,25,2,Austin Cindric,Freightliner   (Roger Penske),Ford,295,running,0,18,0
20,7,5,Kyle Larson,HendrickCars.com Throwback   (Rick Hendrick),Chevrolet,295,running,29,25,0
21,17,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,295,running,0,16,0
22,9,45,Tyler Reddick,Forward Together   (23XI Racing),Toyota,295,running,0,7,0
23,30,16,A.J. Allmendinger,BTS Tire & Wheel Distributors   (Matthew Kaulig),Chevrolet,294,running,0,14,0
24,34,7,Corey LaJoie,Nations Guard   (Spire Motorsports),Chevrolet,293,running,0,13,0
25,28,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,293,running,0,12,0
26,29,42,Noah Gragson,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,293,running,0,11,0
27,33,77,Ty Dillon,Honest Charley Speed Shop   (Spire Motorsports),Chevrolet,293,running,0,10,0
28,26,51,Ryan Newman,Biohaven/Jacob Co.   (Rick Ware),Ford,291,running,0,9,0
29,5,1,Ross Chastain,Worldwide Express / UPS   (Trackhouse Racing),Chevrolet,287,crash,93,25,1
30,23,48,Josh Berry,Ally Throwback   (Rick Hendrick),Chevrolet,286,running,0,0,0
31,1,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,280,crash,145,17,1
32,35,78,B.J. McLeod,The Daily Down Force   (B.J. McLeod),Chevrolet,226,steering,0,5,0
33,19,34,Michael McDowell,StageFront.VIP   (Bob Jenkins),Ford,200,crash,0,4,0
34,6,99,Daniel Suarez,Quaker State   (Trackhouse Racing),Chevrolet,199,crash,0,3,0
35,18,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,196,crash,0,2,0
36,36,15,Brennan Poole,Rick Ware,Ford,39,transmission,0,0,0
