Rank,Driver,Wins,Points
1,Ross Chastain,0,429
2,Christopher Bell,1,402
3,Kevin Harvick,0,400
4,Denny Hamlin,1,393
5,William Byron,3,387
6,Martin Truex Jr,1,385
7,Ryan Blaney,0,381
8,Brad Keselowski,0,365
9,Kyle Larson,2,363
10,Tyler Reddick,1,361
11,Kyle Busch,2,353
12,Joey Logano,1,334
13,Chris Buescher,0,329
14,Ricky Stenhouse Jr,1,325
15,Bubba Wallace,0,293
16,Chase Briscoe,0,275
