driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Ross Chastain,8,1,1,1,11,2,9,38,29,29,76.3,52,312,100.0,157,50.3,312,144.2
Ryan Blaney,15,6,2,1,17,6,18,57,39,48,84.2,36,305,97.8,2,0.6,312,108.8
Kyle Larson,4,7,3,1,24,5,-6,41,47,19,46.3,4,311,99.7,0,0.0,312,109.7
William Byron,1,5,4,1,24,3,-4,49,53,25,51.0,25,310,99.4,95,30.4,312,122.0
Chris Buescher,9,2,5,1,15,6,9,62,53,55,88.7,34,312,100.0,18,5.8,312,108.4
Martin Truex Jr,2,4,6,1,10,5,-3,41,44,35,85.4,25,312,100.0,1,0.3,312,106.1
Kevin Harvick,3,3,7,1,16,4,1,33,32,25,75.8,25,312,100.0,23,7.4,312,113.9
Denny Hamlin,6,12,8,1,19,10,-15,57,72,36,63.2,10,304,97.4,14,4.5,312,92.7
Michael McDowell,19,16,9,5,26,17,8,90,82,18,20.0,0,89,28.5,0,0.0,312,76.5
Bubba Wallace,5,8,10,3,18,8,1,43,42,33,76.7,3,310,99.4,0,0.0,312,94.7
Daniel Suarez,16,11,11,9,24,14,5,76,71,46,60.5,1,220,70.5,0,0.0,312,82.2
Austin Dillon,21,20,12,12,28,22,-2,95,97,14,14.7,0,25,8.0,0,0.0,312,61.0
Aric Almirola,28,19,13,3,28,16,7,91,84,36,39.6,0,127,40.7,0,0.0,312,75.3
Ryan Preece,12,23,14,2,28,17,-11,93,104,34,36.6,0,140,44.9,0,0.0,312,71.8
Brad Keselowski,31,10,15,6,35,13,15,92,77,43,46.7,5,219,70.2,0,0.0,312,83.1
Chase Elliott,20,22,16,9,26,21,3,103,100,1,1.0,0,1,0.3,0,0.0,312,59.0
Alex Bowman,23,17,17,14,26,19,-1,102,103,5,4.9,0,4,1.3,0,0.0,312,61.5
Joey Logano,17,15,18,10,24,15,10,57,47,17,29.8,0,161,51.6,0,0.0,312,74.3
Carson Hocevar,22,14,19,6,28,19,-4,109,113,15,13.8,0,87,27.9,0,0.0,312,61.7
Erik Jones,7,9,20,2,20,10,-21,68,89,40,58.8,0,287,92.0,0,0.0,312,78.8
Ty Gibbs,11,18,21,9,28,18,5,113,108,9,8.0,0,87,27.9,0,0.0,312,63.7
Tyler Reddick,10,21,22,9,26,18,-12,77,89,29,37.7,0,111,35.6,0,0.0,312,62.0
Ricky Stenhouse Jr,24,24,23,3,27,22,-4,60,64,5,8.3,3,27,8.7,0,0.0,312,49.0
Chase Briscoe,26,25,24,1,28,21,-14,92,106,8,8.7,5,57,18.3,2,0.6,312,53.9
Kyle Busch,18,13,25,11,28,18,23,88,65,39,44.3,0,139,44.7,0,0.0,311,68.8
Harrison Burton,25,26,26,21,28,26,-4,72,76,0,0.0,0,0,0.0,0,0.0,311,45.8
J.J. Yeley,34,28,27,26,35,29,4,49,45,0,0.0,1,0,0.0,0,0.0,311,39.6
Ty Dillon,33,30,28,28,34,31,-6,26,32,0,0.0,4,0,0.0,0,0.0,310,32.4
Justin Haley,35,29,29,29,35,30,4,31,27,0,0.0,0,0,0.0,0,0.0,310,37.5
Todd Gilliland,14,27,30,3,31,27,-15,64,79,0,0.0,0,3,1.0,0,0.0,309,39.2
Corey LaJoie,29,32,31,28,34,32,-4,32,36,0,0.0,30,0,0.0,0,0.0,308,35.5
A.J. Allmendinger,32,31,32,28,34,31,4,37,33,0,0.0,1,0,0.0,0,0.0,308,34.1
B.J. McLeod,36,33,33,33,36,34,3,3,0,0,0.0,0,0,0.0,0,0.0,306,26.5
Ryan Newman,30,34,34,28,36,35,-6,6,12,0,0.0,0,0,0.0,0,0.0,305,25.5
Austin Cindric,27,35,35,25,35,33,-7,30,37,0,0.0,10,0,0.0,0,0.0,301,38.8
Christopher Bell,13,36,36,5,15,27,8,24,16,21,87.5,4,108,100.0,0,0.0,108,58.2
