Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,6,4,Kevin Harvick,Busch Light #YOURFACEHERE   (Stewart Haas Racing),Ford,293,running,159,54,5
2,2,88,Alex Bowman,ChevyGoods.com / NOCO   (Rick Hendrick),Chevrolet,293,running,41,52,0
3,22,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,293,running,0,39,0
4,11,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,293,running,0,34,0
5,10,11,Denny Hamlin,Thank You FedEx Team Members   (Joe Gibbs),Toyota,293,running,0,43,0
6,15,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,293,running,0,39,0
7,29,8,Tyler Reddick,"Caterpillar ""Thank You""   (Richard Childress)",Chevrolet,293,running,0,33,0
8,20,20,Erik Jones,"DeWalt Atomic ""Thank You""   (Joe Gibbs)",Toyota,293,running,0,30,0
9,34,38,John H. Nemechek,Scag Power Equipment   (Bob Jenkins),Ford,293,running,0,28,0
10,12,42,Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,293,running,0,27,0
11,16,3,Austin Dillon,Symbicort   (Richard Childress),Chevrolet,293,running,0,26,0
12,5,10,Aric Almirola,Smithfield #GoodFoodChallenge   (Stewart Haas Racing),Ford,293,running,0,30,0
13,1,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,293,running,80,40,1
14,3,21,Matt DiBenedetto,Motorcraft / Quick Lane Tire & Auto Center   (Wood Brothers),Ford,293,running,0,23,0
15,21,6,Ryan Newman,Oscar Mayer #FrontYardCookout   (Jack Roush),Ford,293,running,0,24,0
16,7,12,Ryan Blaney,Menards / Duracell Optimum   (Roger Penske),Ford,293,running,0,21,0
17,13,14,Clint Bowyer,Rush Trucking / Mobil 1   (Stewart Haas Racing),Ford,293,running,0,30,0
18,9,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,293,running,0,22,0
19,33,13,Ty Dillon,GEICO   (Germain Racing),Chevrolet,293,running,0,18,0
20,25,37,Ryan Preece,Cottonelle   (JTG-Daugherty Racing),Chevrolet,293,running,0,21,0
21,17,43,Bubba Wallace,World Wide Technology   (Richard Petty Motorsports),Chevrolet,293,running,0,16,0
22,14,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,293,running,0,15,0
23,31,34,Michael McDowell,CarParts.com   (Bob Jenkins),Ford,293,running,0,14,0
24,28,95,Christopher Bell,Rheem / Procore   (Leavine Family Racing),Toyota,293,running,0,13,0
25,37,96,Daniel Suarez,Today. Tomorrow. Toyota.   (Gaunt Brothers),Toyota,292,running,0,12,0
26,4,18,Kyle Busch,"M&M's ""Thank You Heroes""   (Joe Gibbs)",Toyota,292,running,0,11,0
27,35,15,Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,292,running,0,10,0
28,30,27,J.J. Yeley,Jacob Construction   (Rick Ware),Ford,291,running,1,0,0
29,36,77,Reed Sorenson,Greenville Swamp Rabbits / Bon Secours   (Spire Motorsports),Chevrolet,291,running,0,8,0
30,32,51,Joey Gase,Agri Supply   (Rick Ware),Ford,289,running,0,0,0
31,19,32,Corey LaJoie,Drydene   (Archie St. Hilaire),Ford,289,running,0,6,0
32,24,17,Chris Buescher,Fastenal / Milwaukee   (Jack Roush),Ford,287,running,0,5,0
33,38,66,Timmy Hill,RoofClaim.com   (Carl Long),Toyota,286,running,0,0,0
34,40,7,Josh Bilicki,"Gravely   (Tommy Baldwin, Jr.)",Chevrolet,286,running,0,0,0
35,18,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,279,running,3,12,1
36,27,00,Quin Houff,Units   (StarCom Racing),Chevrolet,137,electrical,0,1,0
37,26,53,Garrett Smithley,Trophy Tractor   (Rick Ware),Chevrolet,127,power steering,0,1,0
38,8,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,89,crash,9,1,0
39,39,78,B.J. McLeod,Christensen Arms   (B.J. McLeod),Chevrolet,13,engine,0,0,0
40,23,47,Ricky Stenhouse Jr,Kroger / Nature Valley / Healthy Choice   (JTG-Daugherty Racing),Chevrolet,0,crash,0,1,0
