Leader,From Lap,To Lap,# Of Laps
Brad Keselowski,1,44,44
Alex Bowman,45,80,36
Jimmie Johnson,81,89,9
William Byron,90,92,3
Alex Bowman,93,93,1
Kevin Harvick,94,174,81
J.J. Yeley,175,175,1
Brad Keselowski,176,188,13
Alex Bowman,189,192,4
Brad Keselowski,193,215,23
Kevin Harvick,216,293,78
