driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Ross Chastain,20,8,1,1,23,8,30,106,76,67,63.2,12,237,88.8,52,19.5,267,115.3
William Byron,6,4,2,1,27,5,28,89,61,62,69.7,25,257,96.3,24,9.0,267,128.5
Martin Truex Jr,19,6,3,1,21,8,15,96,81,62,64.6,14,243,91.0,5,1.9,267,110.0
Ryan Blaney,7,3,4,1,33,9,28,101,73,57,56.4,23,218,81.6,3,1.1,267,110.7
Ty Gibbs,2,7,5,1,29,5,-10,68,78,43,63.2,10,257,96.3,5,1.9,267,115.5
Alex Bowman,12,5,6,1,25,7,25,92,67,66,71.7,8,255,95.5,6,2.2,267,107.7
Christopher Bell,1,1,7,1,26,6,-6,106,112,51,48.1,31,223,83.5,122,45.7,267,119.5
Denny Hamlin,8,10,8,1,31,9,49,134,85,84,62.7,10,234,87.6,1,0.4,267,100.7
Chase Elliott,38,13,9,5,38,17,52,152,100,50,32.9,0,137,51.3,0,0.0,267,82.2
Zane Smith,15,9,10,1,31,15,-3,118,121,44,37.3,1,156,58.4,3,1.1,267,82.9
Chris Buescher,25,14,11,6,31,17,6,119,113,33,27.7,2,126,47.2,0,0.0,267,79.3
Austin Dillon,22,30,12,9,32,24,-12,109,121,26,23.9,0,42,15.7,0,0.0,267,61.5
Daniel Suarez,10,22,13,6,30,17,-18,116,134,39,33.6,0,130,48.7,0,0.0,267,71.8
Joey Logano,5,2,14,1,32,10,3,88,85,34,38.6,8,194,72.7,3,1.1,267,93.5
Corey LaJoie,27,27,15,6,32,25,21,142,121,9,6.3,0,19,7.1,0,0.0,267,56.2
Ryan Preece,37,16,16,10,37,20,19,151,132,30,19.9,7,71,26.6,0,0.0,267,70.1
Bubba Wallace,13,28,17,4,30,19,-15,101,116,38,37.6,2,108,40.4,0,0.0,267,66.5
Noah Gragson,24,20,18,7,29,20,-9,150,159,17,11.3,1,36,13.5,0,0.0,267,64.6
Kyle Busch,3,12,19,1,28,10,-14,101,115,71,70.3,15,185,69.3,26,9.7,267,86.4
Daniel Hemric,30,24,20,7,34,25,21,130,109,2,1.5,0,6,2.2,0,0.0,267,56.0
Ty Dillon,32,33,21,3,36,29,-8,91,99,10,11.0,0,13,4.9,0,0.0,267,45.7
Brad Keselowski,26,11,22,1,31,16,-12,152,164,50,32.9,3,137,51.3,4,1.5,267,72.7
Harrison Burton,28,34,23,9,37,30,-13,71,84,2,2.8,3,11,4.1,0,0.0,267,55.1
Chase Briscoe,9,25,24,5,32,23,-29,123,152,13,10.6,0,24,9.0,0,0.0,267,52.3
Tyler Reddick,4,21,25,1,29,12,-22,108,130,50,46.3,10,186,69.7,7,2.6,267,79.2
Kyle Larson,11,32,26,2,35,27,-12,106,118,15,14.2,2,25,9.4,0,0.0,267,45.3
Todd Gilliland,33,17,27,5,33,21,-19,129,148,13,10.1,1,30,11.2,0,0.0,267,56.1
Ricky Stenhouse Jr,18,19,28,8,33,22,-15,102,117,15,14.7,0,78,29.2,0,0.0,267,52.7
Michael McDowell,21,26,29,11,35,27,-12,95,107,1,1.1,0,2,0.7,0,0.0,267,40.8
John H. Nemechek,31,29,30,6,33,28,-9,101,110,4,4.0,0,9,3.4,0,0.0,267,36.7
Kaz Grala,34,31,31,7,35,31,-28,75,103,4,5.3,0,7,2.6,0,0.0,267,33.5
Carson Hocevar,14,18,32,1,33,14,-24,81,105,48,59.3,2,185,69.3,5,1.9,267,68.9
Justin Haley,23,23,33,6,33,22,-10,117,127,27,23.1,0,66,24.8,0,0.0,266,49.2
Austin Cindric,17,15,34,7,35,23,22,61,39,29,47.5,6,96,36.5,0,0.0,263,57.3
Erik Jones,16,35,35,16,36,33,-16,28,44,0,0.0,13,0,0.0,0,0.0,263,35.6
Jimmie Johnson,35,36,36,33,37,36,2,3,1,0,0.0,0,0,0.0,0,0.0,257,26.2
J.J. Yeley,36,37,37,1,36,35,-8,10,18,0,0.0,0,2,1.7,1,0.8,118,26.3
Josh Berry,29,38,38,29,29,38,-2,2,4,0,0.0,0,0,0.0,0,0.0,0,26.0
