Rank,Driver,Wins,Points
1,Chase Elliott,2,586
2,Ross Chastain,2,556
3,Joey Logano,2,534
4,William Byron,2,468
5,Denny Hamlin,2,374
6,Kyle Busch,1,539
7,Kyle Larson,1,519
8,Alex Bowman,1,461
9,Kurt Busch,1,397
10,Austin Cindric,1,392
11,Chase Briscoe,1,389
12,Daniel Suarez,1,388
13,Ryan Blaney,0,555
14,Martin Truex Jr,0,516
15,Christopher Bell,0,480
16,Kevin Harvick,0,452
