Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,300,running,42,50,5
2,19,45,Kurt Busch,Monster Energy   (23XI Racing),Toyota,300,running,3,42,0
3,6,12,Ryan Blaney,Advance Auto Parts   (Roger Penske),Ford,300,running,1,44,0
4,3,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,300,running,0,43,0
5,7,1,Ross Chastain,Jockey   (Trackhouse Racing),Chevrolet,300,running,0,36,0
6,1,11,Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,300,running,114,49,0
7,24,2,Austin Cindric,Menards  Duracell   (Roger Penske),Ford,300,running,0,30,0
8,9,20,Christopher Bell,DEWALT   (Joe Gibbs),Toyota,300,running,0,36,0
9,2,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,300,running,4,28,0
10,8,4,Kevin Harvick,Busch Light Apple   (Stewart Haas Racing),Ford,300,running,0,36,0
11,23,43,Erik Jones,FOCUSfactor   (Petty GMS Motorsports),Chevrolet,300,running,0,26,0
12,30,23,Bubba Wallace,Root Insurance   (23XI Racing),Toyota,300,running,0,29,0
13,18,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,300,running,0,25,0
14,20,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,300,running,0,23,0
15,5,99,Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,300,running,0,22,0
16,25,47,Ricky Stenhouse Jr,Kroger/ Entenmann's   (JTG-Daugherty Racing),Chevrolet,300,running,0,21,0
17,11,10,Aric Almirola,Haas Automation   (Stewart Haas Racing),Ford,300,running,0,20,0
18,16,8,Tyler Reddick,3CHI   (Richard Childress),Chevrolet,300,running,0,19,0
19,14,16,A.J. Allmendinger,Gold Fish Casino Slots   (Matthew Kaulig),Chevrolet,300,running,0,0,0
20,22,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,300,running,0,17,0
21,36,18,Kyle Busch,Pedigree   (Joe Gibbs),Toyota,300,running,54,26,0
22,10,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,300,running,82,35,2
23,21,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,300,running,0,14,0
24,33,38,Todd Gilliland,Boot Barn   (Bob Jenkins),Ford,300,running,0,13,0
25,26,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,300,running,0,12,0
26,17,41,Cole Custer,Dixie Vodka   (Stewart Haas Racing),Ford,300,running,0,11,0
27,31,51,Cody Ware,Rick Ware,Ford,298,running,0,10,0
28,32,15,J.J. Yeley,Rick Ware,Ford,298,running,0,0,0
29,27,6,Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,298,running,0,8,0
30,15,17,Chris Buescher,Fastenal   (Jack Roush),Ford,297,running,0,7,0
31,29,42,Ty Dillon,Black Rifle Coffee Company   (Petty GMS Motorsports),Chevrolet,297,running,0,6,0
32,35,78,B.J. McLeod,Motorsport Games XBOX   (B.J. McLeod),Ford,295,running,0,0,0
33,34,77,Josh Bilicki,Zeigler Auto Group   (Spire Motorsports),Chevrolet,285,engine,0,0,0
34,28,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,269,running,0,3,0
35,13,24,William Byron,Valvoline   (Rick Hendrick),Chevrolet,262,running,0,2,0
36,12,48,Alex Bowman,Ally Music City   (Rick Hendrick),Chevrolet,49,dvp,0,1,0
