Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,5,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,201,running,21,45,5
2,16,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,201,running,12,43,0
3,9,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,201,running,0,34,0
4,7,12,Ryan Blaney,Menards / Blue Def / Peak   (Roger Penske),Ford,201,running,36,33,0
5,38,10,Aric Almirola,Smithifeld   (Stewart Haas Racing),Ford,201,running,0,32,0
6,10,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,201,running,28,31,0
7,6,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,201,running,0,30,0
8,34,15,David Ragan,Select Blinds   (Rick Ware),Ford,201,running,0,29,0
9,3,6,Brad Keselowski,Kohler Generators   (Jack Roush),Ford,201,running,67,44,0
10,11,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,201,running,0,28,0
11,26,42,Ty Dillon,Black Rifle Coffee Co.   (Petty GMS Motorsports),Chevrolet,201,running,0,26,0
12,33,16,Daniel Hemric,Heritage Pool Supply Group   (Matthew Kaulig),Chevrolet,201,running,0,0,0
13,14,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,201,running,11,44,2
14,24,7,Corey LaJoie,Built.com   (Spire Motorsports),Chevrolet,201,running,0,23,0
15,27,77,Landon Cassill,Fox Nation   (Spire Motorsports),Chevrolet,201,running,0,0,0
16,4,17,Chris Buescher,Fastenal   (Jack Roush),Ford,200,running,0,25,0
17,32,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,200,running,0,20,0
18,21,99,Daniel Suarez,Tootsies Orchid Lounge   (Trackhouse Racing),Chevrolet,199,running,0,19,0
19,17,45,Kurt Busch,Monster Energy   (23XI Racing),Toyota,199,running,0,22,0
20,31,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,199,running,0,17,0
21,20,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,198,running,1,31,0
22,40,27,Jacques Villeneuve,Hezeberg Engineering Systems   (Team Hezeberg),Ford,198,running,0,15,0
23,25,31,Justin Haley,Leaf Filter Gutter Protection   (Matthew Kaulig),Chevrolet,198,running,0,14,0
24,2,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,197,running,0,13,0
25,36,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,197,running,1,17,0
26,35,50,Kaz Grala,Pit Viper Sunglasses   (TMT Racing),Chevrolet,196,running,0,11,0
27,37,78,B.J. McLeod,NASCAR Ignition   (B.J. McLeod),Ford,196,running,0,10,0
28,18,47,Ricky Stenhouse Jr,Kroger / Irish Spring   (JTG-Daugherty Racing),Chevrolet,194,crash,16,22,0
29,13,43,Erik Jones,Focus Factor   (Petty GMS Motorsports),Chevrolet,191,crash,3,11,0
30,22,4,Kevin Harvick,Busch Light #BuschRaceTeam   (Stewart Haas Racing),Ford,191,dvp,0,10,0
31,39,62,Noah Gragson,Beard Oil / South Point   (Beard Motorsports),Chevrolet,190,crash,0,0,0
32,1,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,190,crash,1,9,0
33,29,38,Todd Gilliland,First Phase Credit Card   (Bob Jenkins),Ford,190,crash,0,13,0
34,12,20,Christopher Bell,DeWalt   (Joe Gibbs),Toyota,152,crash,0,3,0
35,15,8,Tyler Reddick,3CHI   (Richard Childress),Chevrolet,151,crash,0,2,0
36,28,44,Greg Biffle,Grambling State University   (Johnathan Cohen),Chevrolet,136,running,0,1,0
37,30,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,63,crash,0,1,0
38,23,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,62,crash,1,1,0
39,8,21,Harrison Burton,Motorcraft / Dex Imaging   (Wood Brothers),Ford,62,crash,3,1,0
40,19,1,Ross Chastain,Advent Health   (Trackhouse Racing),Chevrolet,62,crash,0,1,0
