driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Christopher Bell,13,16,1,1,25,11,9,89,80,56,62.9,16,199,74.5,26,9.7,267,105.3
Ryan Blaney,10,3,2,1,19,4,9,90,81,68,75.6,22,263,98.5,53,19.9,267,123.7
Tyler Reddick,3,6,3,1,15,7,4,87,83,74,85.1,7,267,100.0,1,0.4,267,106.3
William Byron,7,4,4,1,20,4,0,77,77,59,76.6,19,265,99.3,25,9.4,267,120.5
A.J. Allmendinger,25,10,5,3,25,11,20,117,97,68,58.1,2,233,87.3,0,0.0,267,90.0
Bubba Wallace,2,18,6,1,24,13,-3,114,117,52,45.6,5,153,57.3,9,3.4,267,83.0
Ty Gibbs,9,7,7,4,27,12,-4,122,126,56,45.9,14,210,78.7,0,0.0,267,91.7
Joey Logano,36,11,8,2,36,14,22,141,119,58,41.1,3,192,71.9,0,0.0,267,84.6
Aric Almirola,30,15,9,6,33,18,20,121,101,29,24.0,1,94,35.2,0,0.0,267,74.4
Austin Dillon,6,8,10,3,32,9,8,115,107,70,60.9,4,246,92.1,0,0.0,267,96.1
Kevin Harvick,22,20,11,3,28,15,2,136,134,52,38.2,3,137,51.3,0,0.0,267,78.1
Austin Cindric,26,23,12,3,29,17,12,136,124,46,33.8,4,72,27.0,0,0.0,267,72.1
Ryan Preece,29,19,13,12,36,20,6,136,130,21,15.4,1,68,25.5,0,0.0,267,62.4
Erik Jones,19,17,14,3,34,19,3,146,143,28,19.2,1,65,24.3,0,0.0,267,65.4
Chase Elliott,16,21,15,2,34,19,-15,145,160,24,16.6,0,43,16.1,0,0.0,267,64.5
Daniel Suarez,14,22,16,1,26,20,-11,132,143,21,15.9,0,41,15.4,0,0.0,267,61.2
Chase Briscoe,21,14,17,7,32,21,7,123,116,10,8.1,4,52,19.5,0,0.0,267,60.6
Kyle Busch,18,24,18,5,35,17,-4,135,139,48,35.6,0,116,43.4,0,0.0,267,64.7
Alex Bowman,12,28,19,8,35,25,-14,84,98,15,17.9,0,18,6.7,0,0.0,267,54.0
Corey LaJoie,20,12,20,4,22,15,-2,125,127,44,35.2,0,148,55.4,0,0.0,267,69.3
Chris Buescher,17,26,21,11,32,26,-9,70,79,2,2.9,2,1,0.4,0,0.0,267,51.2
Michael McDowell,15,25,22,5,31,23,-13,71,84,16,22.5,0,32,12.0,0,0.0,267,49.0
Justin Haley,27,27,23,22,34,27,1,70,69,0,0.0,0,0,0.0,0,0.0,267,46.7
Ty Dillon,33,29,24,3,35,28,-2,83,85,9,10.8,5,9,3.4,0,0.0,266,38.9
Todd Gilliland,32,32,25,24,36,30,1,54,53,0,0.0,1,0,0.0,0,0.0,266,35.7
Ryan Newman,34,31,26,13,36,31,2,58,56,2,3.4,0,0,0.0,0,0.0,265,33.7
Ricky Stenhouse Jr,23,36,27,8,36,30,7,46,39,2,4.3,1,3,1.1,0,0.0,263,43.2
Brad Keselowski,4,2,28,1,28,8,-20,55,75,39,70.9,16,211,80.5,16,6.1,262,86.9
Martin Truex Jr,1,5,29,1,21,9,-19,70,89,46,65.7,6,210,88.6,10,4.2,237,88.9
Denny Hamlin,11,13,30,1,22,9,13,95,82,70,73.7,44,233,98.7,31,13.1,236,90.2
Ross Chastain,8,9,31,5,31,13,-17,70,87,49,70.0,1,205,92.8,0,0.0,221,74.6
John H. Nemechek,24,34,32,24,36,33,-8,25,33,0,0.0,6,0,0.0,0,0.0,218,28.9
J.J. Yeley,31,35,33,8,36,33,-5,55,60,9,16.4,0,7,3.2,0,0.0,218,29.7
Kyle Larson,5,1,34,1,30,9,5,59,54,44,74.6,38,212,99.1,96,44.9,214,110.7
Josh Bilicki,35,33,35,14,36,33,-9,47,56,1,2.1,0,0,0.0,0,0.0,201,24.2
Harrison Burton,28,30,36,23,34,31,3,78,75,0,0.0,0,0,0.0,0,0.0,165,36.3
