Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,13,20,Christopher Bell,Rheem/ Watts   (Joe Gibbs),Toyota,267,running,26,42,5
2,10,12,Ryan Blaney,Menards  Duracell   (Roger Penske),Ford,267,running,53,53,1
3,3,45,Tyler Reddick,McDonald's   (23XI Racing),Toyota,267,running,1,42,0
4,7,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,267,running,25,49,0
5,25,16,A.J. Allmendinger,Campers Inn RV   (Matthew Kaulig),Chevrolet,267,running,0,32,0
6,2,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,267,running,9,31,0
7,9,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,267,running,0,34,0
8,36,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,267,running,0,30,0
9,30,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,267,running,0,28,0
10,6,3,Austin Dillon,Bass Pro Shops   (Richard Childress),Chevrolet,267,running,0,32,0
11,22,4,Kevin Harvick,Budweiser   (Stewart Haas Racing),Ford,267,running,0,26,0
12,26,2,Austin Cindric,Freightliner   (Roger Penske),Ford,267,running,0,25,0
13,29,41,Ryan Preece,United Rentals   (Stewart Haas Racing),Ford,267,running,0,24,0
14,19,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,267,running,0,23,0
15,16,9,Chase Elliott,Hooters   (Rick Hendrick),Chevrolet,267,running,0,22,0
16,14,99,Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,267,running,0,21,0
17,21,14,Chase Briscoe,Magical Vacation Planner   (Stewart Haas Racing),Ford,267,running,0,20,0
18,18,8,Kyle Busch,3CHI   (Richard Childress),Chevrolet,267,running,0,19,0
19,12,48,Alex Bowman,Ally Koker's Garage   (Rick Hendrick),Chevrolet,267,running,0,18,0
20,20,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,267,running,0,17,0
21,17,17,Chris Buescher,Fastenal   (Jack Roush),Ford,267,running,0,16,0
22,15,34,Michael McDowell,Love's / Fleetguard   (Bob Jenkins),Ford,267,running,0,15,0
23,27,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,267,running,0,14,0
24,33,77,Ty Dillon,Raze Shot Focus   (Spire Motorsports),Chevrolet,266,running,0,13,0
25,32,38,Todd Gilliland,Serial1.com E-Bikes   (Bob Jenkins),Ford,266,running,0,12,0
26,34,51,Ryan Newman,Jacob Companies   (Rick Ware),Ford,265,running,0,0,0
27,23,47,Ricky Stenhouse Jr,Boost by Kroger/Vitaminwater   (JTG-Daugherty Racing),Chevrolet,263,running,0,10,0
28,4,6,Brad Keselowski,BuildSubmarines.com   (Jack Roush),Ford,262,running,16,24,0
29,1,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,237,engine,10,19,0
30,11,11,Denny Hamlin,SportClips Haircuts   (Joe Gibbs),Toyota,236,crash,31,19,0
31,8,1,Ross Chastain,Kubota   (Trackhouse Racing),Chevrolet,221,crash,0,6,0
32,24,42,John H. Nemechek,Sunseeker Resorts   (Legacy Motor Club),Chevrolet,218,crash,0,0,0
33,31,15,J.J. Yeley,Rick Ware,Ford,218,crash,0,0,0
34,5,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,214,crash,96,21,1
35,35,78,Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,201,crash,0,0,0
36,28,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,165,overheating,0,1,0
