Leader,From Lap,To Lap,# Of Laps
Kyle Larson,1,1,1
Chase Elliott,2,16,15
Ryan Blaney,17,48,32
Kevin Harvick,49,49,1
Ryan Blaney,50,50,1
"Martin Truex, Jr.",51,78,28
Kyle Larson,79,79,1
Chase Elliott,80,119,40
"Martin Truex, Jr.",120,130,11
Kyle Larson,131,131,1
Chase Elliott,132,155,24
Kyle Larson,156,156,1
Tyler Reddick,157,160,4
Kurt Busch,161,161,1
Kyle Larson,162,235,74
Chase Elliott,236,250,15
Kyle Larson,251,251,1
"Martin Truex, Jr.",252,284,33
Kyle Larson,285,312,28
