Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,312,running,107,40,6
2,12,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,312,running,72,35,1
3,6,11,Denny Hamlin,FedEx Express   (Joe Gibbs),Toyota,312,running,0,34,0
4,4,12,Ryan Blaney,Menards / Jack Links   (Roger Penske),Ford,312,running,33,42,0
5,2,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,312,running,94,32,0
6,18,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,312,running,0,31,0
7,13,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,312,running,0,33,0
8,9,4,Kevin Harvick,Busch Light #BuschPitBoss   (Stewart Haas Racing),Ford,312,running,1,43,0
9,8,20,Christopher Bell,DeWalt   (Joe Gibbs),Toyota,312,running,0,28,0
10,11,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,312,running,0,31,0
11,10,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,312,running,0,28,0
12,15,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,312,running,0,26,0
13,7,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,312,running,0,28,0
14,16,42,Ross Chastain,Clover   (Chip Ganassi),Chevrolet,312,running,0,23,0
15,23,3,Austin Dillon,Dow Coatings   (Richard Childress),Chevrolet,312,running,0,22,0
16,5,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,312,running,1,23,0
17,3,24,William Byron,Raptor   (Rick Hendrick),Chevrolet,312,running,0,26,0
18,14,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,312,running,0,19,0
19,20,8,Tyler Reddick,Bet MGM   (Richard Childress),Chevrolet,312,running,4,18,0
20,31,37,Ryan Preece,Kroger   (JTG-Daugherty Racing),Chevrolet,312,running,0,17,0
21,17,99,Daniel Suarez,Good Sam   (Trackhouse Racing),Chevrolet,312,running,0,16,0
22,27,43,Erik Jones,Rellevate   (Richard Petty Motorsports),Chevrolet,312,running,0,15,0
23,19,6,Ryan Newman,Castrol GTX Full Synthetic   (Jack Roush),Ford,312,running,0,14,0
24,28,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,312,running,0,13,0
25,26,17,Chris Buescher,Fastenal   (Jack Roush),Ford,311,running,0,12,0
26,29,77,Justin Haley,Peacock - Streaming Now   (Spire Motorsports),Chevrolet,310,running,0,0,0
27,32,78,B.J. McLeod,Pala Casino   (B.J. McLeod),Ford,309,running,0,0,0
28,33,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,306,running,0,0,0
29,34,53,Joey Gase,Donate Life   (Rick Ware),Chevrolet,303,running,0,0,0
30,37,52,Josh Bilicki,Boom   (Rick Ware),Ford,303,running,0,0,0
31,38,15,Garrett Smithley,Carpets of Arizona   (Rick Ware),Chevrolet,301,running,0,0,0
32,24,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,281,running,0,5,0
33,36,13,David Starr,Bob Menery / Ripper Magoo   (Carl Long),Toyota,273,brakes,0,0,0
34,30,38,Anthony Alfredo,Boot Barn   (Bob Jenkins),Ford,242,crash,0,3,0
35,22,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,153,crash,0,2,0
36,21,47,Ricky Stenhouse Jr,Honey Nut Cheerios   (JTG-Daugherty Racing),Chevrolet,140,crash,0,1,0
37,35,00,Quin Houff,Creek Enterprises   (StarCom Racing),Chevrolet,122,crash,0,1,0
38,39,66,Timmy Hill,Coble Enterprise / Darn Transport   (Carl Long),Toyota,57,handling,0,0,0
39,25,23,Bubba Wallace,Door Dash   (23XI Racing),Toyota,5,crash,0,1,0
