driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
William Byron,3,2,1,1,15,3,2,34,32,14,41.2,47,317,100.0,64,20.2,317,131.4
Ryan Blaney,8,9,2,2,18,7,8,71,63,40,56.3,11,315,99.4,0,0.0,317,102.5
Tyler Reddick,12,7,3,2,17,7,21,84,63,57,67.9,15,316,99.7,0,0.0,317,105.3
Kyle Larson,1,1,4,1,14,1,-5,29,34,9,31.0,54,317,100.0,201,63.4,317,139.0
Kevin Harvick,15,3,5,1,17,5,15,62,47,40,64.5,49,312,98.4,36,11.4,317,116.0
Christopher Bell,5,6,6,3,19,5,6,62,56,41,66.1,19,316,99.7,0,0.0,317,111.8
Chase Briscoe,24,12,7,5,24,13,12,110,98,62,56.4,9,220,69.4,0,0.0,317,87.1
Kyle Busch,9,20,8,3,24,14,-14,76,90,35,46.1,4,225,71.0,0,0.0,317,83.4
Alex Bowman,18,10,9,8,20,12,9,79,70,36,45.6,1,260,82.0,0,0.0,317,86.6
Josh Berry,17,15,10,9,28,18,3,119,116,32,26.9,3,66,20.8,0,0.0,317,71.2
Joey Logano,16,16,11,8,25,18,-2,87,89,22,25.3,2,95,30.0,0,0.0,317,73.6
Ryan Preece,25,17,12,3,28,19,11,114,103,20,17.5,0,29,9.1,0,0.0,317,66.2
Michael McDowell,7,22,13,2,25,16,-3,94,97,38,40.4,2,180,56.8,0,0.0,317,77.3
Bubba Wallace,19,11,14,1,24,17,15,114,99,29,25.4,0,117,36.9,0,0.0,317,74.7
Chris Buescher,21,13,15,5,22,13,12,98,86,53,54.1,0,300,94.6,0,0.0,317,80.7
Austin Dillon,30,24,16,15,33,25,11,89,78,2,2.2,0,1,0.3,0,0.0,317,52.3
Martin Truex Jr,13,18,17,11,24,18,0,90,90,6,6.7,0,31,9.8,0,0.0,317,66.7
Brad Keselowski,4,4,18,1,20,6,-15,50,65,29,58.0,6,308,97.2,1,0.3,317,92.3
Ricky Stenhouse Jr,23,28,19,17,34,26,5,107,102,1,0.9,9,0,0.0,0,0.0,317,55.9
A.J. Allmendinger,22,23,20,12,26,22,-3,73,76,3,4.1,0,2,0.6,0,0.0,317,56.0
Erik Jones,10,21,21,1,26,18,-8,80,88,16,20.0,11,96,30.3,14,4.4,317,61.7
Daniel Suarez,11,14,22,2,29,15,-18,73,91,33,45.2,2,246,77.6,0,0.0,317,77.1
Denny Hamlin,2,5,23,2,24,6,-24,56,80,23,41.1,13,313,98.7,0,0.0,317,93.5
Ross Chastain,6,8,24,1,24,9,-24,71,95,46,64.8,7,313,98.7,1,0.3,317,82.5
Austin Cindric,20,27,25,19,35,27,-5,63,68,0,0.0,1,0,0.0,0,0.0,316,48.1
Corey LaJoie,28,26,26,24,34,27,-9,84,93,0,0.0,2,0,0.0,0,0.0,316,40.6
Justin Haley,26,29,27,25,34,28,-3,66,69,0,0.0,0,0,0.0,0,0.0,316,41.0
Ty Gibbs,14,19,28,10,29,19,-9,69,78,17,24.6,2,58,18.4,0,0.0,316,56.0
Noah Gragson,32,25,29,24,32,27,2,91,89,0,0.0,1,0,0.0,0,0.0,316,43.1
Ty Dillon,35,31,30,27,36,32,6,54,48,0,0.0,0,0,0.0,0,0.0,315,33.2
Zane Smith,34,33,31,28,36,31,6,47,41,0,0.0,1,0,0.0,0,0.0,315,32.6
Todd Gilliland,29,32,32,27,34,33,-7,38,45,0,0.0,0,0,0.0,0,0.0,314,29.2
Aric Almirola,31,35,33,9,35,29,16,73,57,3,4.1,4,2,0.6,0,0.0,313,47.4
Cody Ware,36,34,34,33,36,35,-1,13,14,0,0.0,0,0,0.0,0,0.0,311,26.0
Harrison Burton,27,30,35,22,35,31,-8,60,68,0,0.0,1,0,0.0,0,0.0,310,32.1
B.J. McLeod,33,36,36,33,36,36,-3,4,7,0,0.0,0,0,0.0,0,0.0,50,23.2
