Leader,From Lap,To Lap,# Of Laps
William Byron,1,21,21
Chase Elliott,22,24,3
"Martin Truex, Jr.",25,37,13
Denny Hamlin,38,41,4
"Martin Truex, Jr.",42,63,22
Kyle Busch,64,66,3
"Martin Truex, Jr.",67,90,24
