Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,8,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs & Boats   (Joe Gibbs),Toyota,90,running,59,44,5
2,7,18,Kyle Busch,M&M's Hazelnut   (Joe Gibbs),Toyota,90,running,3,37,0
3,9,12,Ryan Blaney,PPG   (Roger Penske),Ford,90,running,0,34,0
4,19,95,Matt DiBenedetto,Procore Thanks DW Throwback   (Leavine Family Racing),Toyota,90,running,0,33,0
5,6,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,90,running,4,51,1
6,23,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,90,running,0,34,0
7,21,6,Ryan Newman,Wyndham Rewards   (Jack Roush),Ford,90,running,0,30,0
8,32,20,Erik Jones,Craftsman   (Joe Gibbs),Toyota,90,running,0,29,0
9,15,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,90,running,0,34,0
10,1,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,90,running,0,39,0
11,14,14,Clint Bowyer,Rush Truck Centers   (Stewart Haas Racing),Ford,90,running,0,26,0
12,11,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,90,running,0,26,0
13,16,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,90,running,0,24,0
14,12,88,Alex Bowman,Axalta   (Rick Hendrick),Chevrolet,90,running,0,27,0
15,25,8,Daniel Hemric,Poppy Bank   (Richard Childress),Chevrolet,90,running,0,22,0
16,10,37,Chris Buescher,Hellmann's / Degree / Bush's Beans   (JTG-Daugherty Racing),Chevrolet,90,running,0,26,0
17,5,41,Daniel Suarez,Ruckus   (Stewart Haas Racing),Ford,90,running,0,20,0
18,22,2,Brad Keselowski,America's Tire / Discount Tire   (Roger Penske),Ford,90,running,0,28,0
19,2,24,William Byron,Hertz   (Rick Hendrick),Chevrolet,90,running,21,36,1
20,18,38,David Ragan,#ThanksDW   (Bob Jenkins),Ford,90,running,0,17,0
21,17,17,Ricky Stenhouse Jr,Roush Performance / Thanks DW   (Jack Roush),Ford,90,running,0,22,0
22,24,21,Paul Menard,Menards / Richmond   (Wood Brothers),Ford,90,running,0,17,0
23,3,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,90,running,0,29,0
24,26,3,Austin Dillon,Dow Coatings / Kilz   (Richard Childress),Chevrolet,90,running,0,13,0
25,13,34,Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,89,running,0,12,0
26,30,43,Bubba Wallace,World Wide Technology   (Richard Petty Motorsports),Chevrolet,89,running,0,12,0
27,31,13,Ty Dillon,GEICO Military   (Germain Racing),Chevrolet,89,running,0,10,0
28,28,36,Matt Tifft,Acquire Investments   (Bob Jenkins),Ford,89,running,0,9,0
29,20,47,Ryan Preece,Kroger / Axe / Ball Park   (JTG-Daugherty Racing),Chevrolet,89,running,0,8,0
30,29,96,Parker Kligerman,TRD 40th Anniversary   (Gaunt Brothers),Toyota,89,running,0,0,0
31,35,00,Landon Cassill,Share   (StarCom Racing),Chevrolet,89,running,0,0,0
32,27,32,Corey LaJoie,GMN   (Archie St. Hilaire),Ford,89,running,0,5,0
33,37,15,Ross Chastain,Low-T Center   (Jay Robinson),Chevrolet,89,running,0,0,0
34,33,77,Justin Haley,Formula One Imports   (Spire Motorsports),Chevrolet,88,running,0,0,0
35,38,27,Reed Sorenson,VIPRacingExperience.com   (Jay Robinson),Chevrolet,88,running,0,2,0
36,34,52,Cody Ware,SBC Contractors   (Rick Ware),Chevrolet,64,fatigue,0,0,0
37,4,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,60,engine,3,4,0
38,36,51,J.J. Yeley,Jacob Companies   (Rick Ware),Chevrolet,53,fuel pump,0,1,0
