Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,6,11,Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,334,running,45,50,6
2,25,14,Clint Bowyer,Rush Truck Centers / Cummins   (Stewart Haas Racing),Ford,334,running,3,35,0
3,4,41,Daniel Suarez,Ruckus   (Stewart Haas Racing),Ford,334,running,9,46,0
4,11,20,Erik Jones,Craftsman   (Joe Gibbs),Toyota,334,running,30,33,0
5,1,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,334,running,60,42,0
6,2,24,William Byron,Axalta / Primeline   (Rick Hendrick),Chevrolet,334,running,15,34,0
7,21,10,Aric Almirola,Smithfield Prime Fresh Delicatessen   (Stewart Haas Racing),Ford,334,running,3,30,0
8,23,4,Kevin Harvick,Mobil 1 / O'Reilly Auto Parts   (Stewart Haas Racing),Ford,334,running,0,29,0
9,30,1,Kurt Busch,Gear Wrench   (Chip Ganassi),Chevrolet,334,running,0,28,0
10,16,18,Kyle Busch,Interstate Batteries   (Joe Gibbs),Toyota,334,running,66,37,0
11,18,6,Ryan Newman,Wyndham Rewards   (Jack Roush),Ford,334,running,0,31,0
12,20,19,Martin Truex Jr,Bass Pro Shops / Tracker ATVs   (Joe Gibbs),Toyota,334,running,10,25,0
13,3,9,Chase Elliott,Kelley Blue Book   (Rick Hendrick),Chevrolet,334,running,35,32,0
14,5,3,Austin Dillon,Realtree   (Richard Childress),Chevrolet,334,running,5,30,0
15,15,34,Michael McDowell,Love's Travel Stops / Winstar World   (Bob Jenkins),Ford,334,running,0,24,0
16,17,17,Ricky Stenhouse Jr,Fastenal Express   (Jack Roush),Ford,333,running,0,25,0
17,8,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,333,running,8,30,1
18,24,88,Alex Bowman,Llumar   (Rick Hendrick),Chevrolet,333,running,0,19,0
19,14,21,Paul Menard,Motorcraft / Quick Lane Tire & Auto Center   (Wood Brothers),Ford,333,running,0,29,0
20,19,37,Chris Buescher,Kroger Speed Up Your Cleanup   (JTG-Daugherty Racing),Chevrolet,333,running,0,18,0
21,9,13,Ty Dillon,Twisted Tea   (Germain Racing),Chevrolet,332,running,0,16,0
22,27,47,Ryan Preece,Kroger / Clorox / Gain   (JTG-Daugherty Racing),Chevrolet,332,running,0,15,0
23,10,43,Bubba Wallace,World Wide Technology   (Richard Petty Motorsports),Chevrolet,332,running,0,14,0
24,29,36,Matt Tifft,Surface Sunscreen / Tunity   (Bob Jenkins),Ford,332,running,0,13,0
25,28,38,David Ragan,MDS Transport   (Bob Jenkins),Ford,331,running,0,12,0
26,26,95,Matt DiBenedetto,Procore   (Leavine Family Racing),Toyota,331,running,0,11,0
27,33,96,Parker Kligerman,Gaunt Brothers,Toyota,330,running,0,0,0
28,31,32,Corey LaJoie,Prospr   (Archie St. Hilaire),Ford,330,running,0,9,0
29,35,15,Ross Chastain,Rim Ryderz   (Jay Robinson),Chevrolet,329,running,0,0,0
30,32,00,Landon Cassill,USFRA   (StarCom Racing),Chevrolet,326,running,0,0,0
31,34,51,B.J. McLeod,Jacob Companies   (Rick Ware),Chevrolet,325,running,0,0,0
32,38,77,Garrett Smithley,Trophy Tractor   (Spire Motorsports),Chevrolet,325,running,0,0,0
33,7,8,Daniel Hemric,Bulwark FR / Wayne Workwear   (Richard Childress),Chevrolet,324,running,0,4,0
34,37,27,Reed Sorenson,Solomon Plumbing   (Jay Robinson),Chevrolet,322,running,0,3,0
35,36,52,Bayley Currey,Trick Shot Penetrating Lubricant   (Rick Ware),Chevrolet,320,running,0,0,0
36,12,2,Brad Keselowski,Miller Lite   (Roger Penske),Ford,279,running,0,1,0
37,13,12,Ryan Blaney,Menards / Cardell Cabinetry   (Roger Penske),Ford,225,overheating,45,16,0
38,39,66,Timmy Hill,American Valor Foundation   (Carl Long),Toyota,168,clutch,0,0,0
39,22,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,147,crash,0,3,0
