Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,3,11,Denny Hamlin,Express Oil Change   (Joe Gibbs),Toyota,500,running,163,44,5
2,11,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,500,running,54,44,0
3,17,6,Brad Keselowski,King's Hawaiian   (Jack Roush),Ford,500,running,1,50,0
4,29,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,500,running,3,33,0
5,10,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,500,running,19,44,0
6,26,42,John H. Nemechek,Dollar Tree   (Legacy Motor Club),Toyota,499,running,0,44,0
7,34,17,Chris Buescher,BuildSubmarines.com   (Jack Roush),Ford,499,running,17,38,0
8,5,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,499,running,5,29,0
9,19,54,Ty Gibbs,SiriusXM   (Joe Gibbs),Toyota,499,running,137,48,2
10,12,20,Christopher Bell,DEWALT   (Joe Gibbs),Toyota,499,running,29,36,0
11,7,34,Michael McDowell,Love's Travel Stops   (Bob Jenkins),Ford,499,running,0,26,0
12,2,4,Josh Berry,SunnyD   (Stewart Haas Racing),Ford,499,running,25,26,0
13,6,14,Chase Briscoe,Mahindra Tractors   (Stewart Haas Racing),Ford,498,running,0,24,0
14,25,41,Ryan Preece,HaasTooling.com   (Stewart Haas Racing),Ford,498,running,0,26,0
15,36,1,Ross Chastain,Busch Light Fishing   (Trackhouse Racing),Chevrolet,498,running,0,22,0
16,1,12,Ryan Blaney,Menards  Dutch Boy   (Roger Penske),Ford,498,running,14,26,0
17,32,51,Justin Haley,Ohanafy   (Rick Ware),Ford,498,running,0,20,0
18,28,99,Daniel Suarez,Jockey Outdoors by Luke Bryan / Bassmaster Cl   (Trackhouse Racing),Chevrolet,498,running,0,19,0
19,33,15,Kaz Grala,N29 Capital Partners   (Rick Ware),Ford,498,running,0,18,0
20,15,43,Erik Jones,AdventHealth   (Legacy Motor Club),Toyota,498,running,0,17,0
21,18,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,498,running,4,16,0
22,4,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,498,running,5,23,0
23,30,16,A.J. Allmendinger,Mountain Dew / Cheetos   (Matthew Kaulig),Chevrolet,498,running,0,0,0
24,31,3,Austin Dillon,BREZTRI   (Richard Childress),Chevrolet,498,running,0,13,0
25,14,8,Kyle Busch,FICO   (Richard Childress),Chevrolet,498,running,5,12,0
26,24,38,Todd Gilliland,Citgard   (Bob Jenkins),Ford,497,running,0,11,0
27,35,77,Carson Hocevar,Gainbridge Cal Ripken Sr. Fdn.   (Spire Motorsports),Chevrolet,497,running,0,10,0
28,20,31,Daniel Hemric,Cirkul   (Matthew Kaulig),Chevrolet,496,running,0,9,0
29,9,23,Bubba Wallace,Leidos   (23XI Racing),Toyota,496,running,15,10,0
30,23,45,Tyler Reddick,Monster Energy   (23XI Racing),Toyota,495,running,4,7,0
31,21,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,495,running,0,6,0
32,13,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,495,running,0,5,0
33,27,47,Ricky Stenhouse Jr,Ball Park Buns & Rolls   (JTG-Daugherty Racing),Chevrolet,495,running,0,4,0
34,22,10,Noah Gragson,Bass Pro Shops/Tracker Boats & ATVs/Ranger Bo   (Stewart Haas Racing),Ford,494,running,0,3,0
35,8,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,492,running,0,2,0
36,16,71,Zane Smith,Focused Health   (Spire Motorsports),Chevrolet,192,engine,0,1,0
