driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Ryan Blaney,14,2,1,1,14,5,19,57,38,50,87.7,57,500,100.0,32,6.4,500,126.7
Chase Elliott,2,12,2,1,27,6,28,80,52,40,50.0,64,452,90.4,129,25.8,500,124.2
Kyle Larson,9,5,3,1,21,6,13,54,41,41,75.9,37,495,99.0,71,14.2,500,118.0
Austin Cindric,24,15,4,2,32,18,35,99,64,17,17.2,11,191,38.2,0,0.0,500,80.9
Denny Hamlin,37,3,5,2,37,11,22,76,54,25,32.9,8,404,80.8,0,0.0,500,95.2
William Byron,3,6,6,1,20,3,3,46,43,33,71.7,38,498,99.6,51,10.2,500,120.9
Austin Dillon,10,7,7,2,28,9,8,69,61,41,59.4,6,451,90.2,0,0.0,500,96.7
Ross Chastain,22,10,8,4,25,13,18,95,77,51,53.7,5,366,73.2,0,0.0,500,85.4
Brad Keselowski,18,1,9,1,18,7,1,47,46,33,70.2,27,422,84.4,170,34.0,500,112.0
Joey Logano,12,13,10,6,22,12,-1,81,82,60,74.1,5,466,93.2,0,0.0,500,85.0
Noah Gragson,25,9,11,3,27,15,6,89,83,23,25.8,2,296,59.2,0,0.0,500,78.9
Shane Van Gisbergen,29,26,12,9,36,25,13,91,78,17,18.7,6,127,25.4,0,0.0,500,58.4
Alex Bowman,7,8,13,2,16,9,0,68,68,56,82.4,7,499,99.8,0,0.0,500,89.8
Ryan Preece,8,11,14,3,23,8,-3,60,63,36,60.0,10,479,95.8,0,0.0,500,97.4
Chase Briscoe,4,14,15,2,20,8,-5,70,75,57,81.4,18,492,98.4,0,0.0,500,93.6
Josh Berry,11,16,16,6,28,16,3,64,61,18,28.1,10,149,29.8,0,0.0,500,72.1
Daniel Hemric,15,24,17,11,31,20,0,70,70,19,27.1,1,100,20.0,0,0.0,500,60.4
Bubba Wallace,19,22,18,1,30,19,-4,81,85,14,17.3,4,112,22.4,6,1.2,499,58.6
Erik Jones,21,21,19,7,29,22,-19,59,78,3,5.1,0,26,5.2,0,0.0,499,51.7
Ricky Stenhouse Jr,28,18,20,1,29,21,-16,72,88,6,8.3,5,40,8.0,0,0.0,499,55.4
Zane Smith,36,30,21,17,36,27,1,95,94,0,0.0,0,0,0.0,0,0.0,499,44.3
Christopher Bell,16,4,22,4,31,17,14,80,66,22,27.5,11,193,38.7,0,0.0,499,69.3
Daniel Suarez,20,25,23,14,30,23,-6,112,118,4,3.6,2,10,2.0,0,0.0,498,50.9
Martin Truex Jr,1,17,24,1,37,20,-28,85,113,10,11.8,14,172,34.5,41,8.2,498,71.9
Carson Hocevar,27,27,25,10,31,23,-1,99,100,13,13.1,5,37,7.4,0,0.0,498,49.9
Todd Gilliland,13,32,26,5,34,23,-5,49,54,11,22.4,9,143,28.7,0,0.0,498,69.5
Kaz Grala,33,31,27,8,36,30,-5,93,98,10,10.8,1,15,3.0,0,0.0,497,35.7
Kyle Busch,23,20,28,7,37,23,7,109,102,12,11.0,6,37,7.4,0,0.0,497,53.2
Justin Haley,30,29,29,9,33,27,-10,88,98,3,3.4,0,12,2.4,0,0.0,497,38.5
Chris Buescher,26,34,30,23,37,32,-9,58,67,0,0.0,32,0,0.0,0,0.0,497,34.5
John H. Nemechek,32,33,31,28,35,32,3,44,41,0,0.0,0,0,0.0,0,0.0,496,33.5
Ty Gibbs,5,28,32,4,32,21,-24,67,91,20,29.9,0,165,33.3,0,0.0,495,50.2
Michael McDowell,17,19,33,2,34,22,-15,71,86,11,15.5,2,41,8.4,0,0.0,490,49.6
Tyler Reddick,31,35,34,31,37,34,-4,44,48,0,0.0,12,0,0.0,0,0.0,458,32.7
Corey LaJoie,34,36,35,29,37,35,-4,28,32,0,0.0,6,0,0.0,0,0.0,365,31.2
Harrison Burton,6,23,36,5,30,22,-41,46,87,10,21.7,1,110,31.7,0,0.0,347,57.2
Josh Bilicki,35,37,37,32,37,37,4,9,5,0,0.0,0,0,0.0,0,0.0,131,23.2
