Leader,From Lap,To Lap,# Of Laps
Martin Truex Jr,1,41,41
Chase Elliott,42,84,43
William Byron,85,86,2
Chase Elliott,87,140,54
William Byron,141,185,45
Chase Elliott,186,186,1
Ryan Blaney,187,202,16
Brad Keselowski,203,263,61
Ryan Blaney,264,264,1
Brad Keselowski,265,373,109
Bubba Wallace,374,379,6
Chase Elliott,380,401,22
William Byron,402,405,4
Kyle Larson,406,476,71
Chase Elliott,477,485,9
Ryan Blaney,486,500,15
