Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,4,34,Michael McDowell,Horizon Hobby   (Bob Jenkins),Ford,82,running,54,59,6
2,3,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,82,running,1,49,0
3,1,99,Daniel Suarez,Freeway.com   (Trackhouse Racing),Chevrolet,82,running,6,51,0
4,2,45,Tyler Reddick,SiriusXM Radio   (23XI Racing),Toyota,82,running,0,44,0
5,9,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,82,running,0,38,0
6,13,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,82,running,0,33,0
7,12,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,82,running,0,31,0
8,6,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,82,running,0,36,0
9,7,20,Christopher Bell,Rheem / PSC Industries â€“ Johns Manville   (Joe Gibbs),Toyota,82,running,11,32,0
10,8,91,Shane Van Gisbergen,Enhance Health   (Trackhouse Racing),Chevrolet,82,running,1,0,0
11,17,17,Chris Buescher,Castrol Edge   (Jack Roush),Ford,82,running,0,26,0
12,10,54,Ty Gibbs,Monster Energy   (Joe Gibbs),Toyota,82,running,0,25,0
13,16,12,Ryan Blaney,Menards  Atlas   (Roger Penske),Ford,82,running,0,24,0
14,39,24,William Byron,RaptorTough.com   (Rick Hendrick),Chevrolet,82,running,0,23,0
15,20,2,Austin Cindric,Discount Tire   (Roger Penske),Ford,82,running,0,22,0
16,27,3,Austin Dillon,Cowboy Channel	   (Richard Childress),Chevrolet,82,running,1,21,0
17,21,1,Ross Chastain,Worldwide Express   (Trackhouse Racing),Chevrolet,82,running,0,20,0
18,19,23,Bubba Wallace,MoneyLion   (23XI Racing),Toyota,82,running,0,19,0
19,25,11,Denny Hamlin,Yahoo!   (Joe Gibbs),Toyota,82,running,8,28,1
20,22,6,Brad Keselowski,Socios.com   (Jack Roush),Ford,82,running,0,24,0
21,24,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,82,running,0,16,0
22,11,33,Brodie Kostecki,Mobile X   (Richard Childress),Chevrolet,82,running,0,15,0
23,38,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,81,running,0,14,0
24,37,42,Mike Rockenfeller,Sunseeker Resort   (Legacy Motor Club),Chevrolet,81,running,0,13,0
25,34,47,Ricky Stenhouse Jr,Kroger/Frosted Flakes   (JTG-Daugherty Racing),Chevrolet,81,running,0,12,0
26,26,16,A.J. Allmendinger,Dyna-Gro Seed   (Matthew Kaulig),Chevrolet,81,running,0,11,0
27,35,77,Ty Dillon,Raze Tea   (Spire Motorsports),Chevrolet,81,running,0,10,0
28,31,15,Jenson Button,Mobil 1   (Rick Ware),Ford,81,running,0,9,0
29,14,7,Corey LaJoie,Gainbridge   (Spire Motorsports),Chevrolet,81,running,0,8,0
30,29,51,Andy Lally,Camping World   (Rick Ware),Ford,81,running,0,7,0
31,30,41,Ryan Preece,Purdue University   (Stewart Haas Racing),Ford,81,running,0,6,0
32,32,78,Josh Bilicki,Zeigler Auto Group   (B.J. McLeod),Chevrolet,81,running,0,0,0
33,28,67,Kamui Kobayashi,Toyota Genuine Parts   (23XI Racing),Toyota,81,running,0,0,0
34,18,22,Joey Logano,Shell Pennzoil   (Roger Penske),Ford,81,running,0,3,0
35,36,43,Erik Jones,Allegiant   (Legacy Motor Club),Chevrolet,81,running,0,2,0
36,5,8,Kyle Busch,3CHI   (Richard Childress),Chevrolet,80,running,0,11,0
37,23,38,Todd Gilliland,gener8tor Skills   (Bob Jenkins),Ford,80,running,0,1,0
38,15,31,Justin Haley,LeafFilter Gutter Protection   (Matthew Kaulig),Chevrolet,80,running,0,1,0
39,33,10,Aric Almirola,Ford   (Stewart Haas Racing),Ford,79,running,0,1,0
