Leader,From Lap,To Lap,# Of Laps
Daniel Suarez,1,5,5
Michael McDowell,6,16,11
Chase Elliott,17,17,1
Christopher Bell,18,26,9
Austin Dillon,27,27,1
Denny Hamlin,28,35,8
Michael McDowell,36,48,13
Daniel Suarez,49,49,1
Shane Van Gisbergen,50,50,1
Christopher Bell,51,52,2
Michael McDowell,53,82,30
