Leader,From Lap,To Lap,# Of Laps
Kyle Larson,1,1,1
Ryan Blaney,2,9,8
Kyle Larson,10,54,45
Daniel Suarez,55,58,4
Kyle Larson,59,60,2
Ryan Blaney,61,77,17
Kyle Larson,78,83,6
Ryan Blaney,84,171,88
Chase Elliott,172,172,1
Christopher Bell,173,179,7
Brad Keselowski,180,184,5
Ricky Stenhouse Jr,185,188,4
Kyle Larson,189,214,26
Chris Buescher,215,227,13
Josh Berry,228,228,1
Chris Buescher,229,231,3
Josh Berry,232,262,31
Ryan Blaney,263,350,88
