Rank,Driver,Wins,Points
1,Chase Elliott,1,591
2,Kyle Larson,3,583
3,Denny Hamlin,3,553
4,William Byron,3,537
5,Martin Truex Jr,0,530
6,Tyler Reddick,1,527
7,Ryan Blaney,1,501
8,Brad Keselowski,1,498
8,Christopher Bell,2,498
10,Ross Chastain,0,479
11,Ty Gibbs,0,478
12,Alex Bowman,0,474
13,Chris Buescher,0,435
14,Bubba Wallace,0,414
15,Joey Logano,0,408
16,Kyle Busch,0,383
