Leader,From Lap,To Lap,# Of Laps
Kurt Busch,1,35,35
Ryan Blaney,36,56,21
Kyle Busch,57,58,2
Denny Hamlin,59,76,18
Kevin Harvick,77,77,1
Brad Keselowski,78,79,2
Aric Almirola,80,83,4
Brad Keselowski,84,94,11
Kevin Harvick,95,104,10
Denny Hamlin,105,120,16
"Martin Truex, Jr.",121,125,5
Denny Hamlin,126,140,15
