Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,6,11,Denny Hamlin,FedEx Office   (Joe Gibbs),Toyota,267,running,137,58,6
2,11,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,267,running,1,40,0
3,10,18,Kyle Busch,M&M's Ethel M   (Joe Gibbs),Toyota,267,running,2,52,0
4,4,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,267,running,1,41,0
5,2,12,Ryan Blaney,Menards / Knauf   (Roger Penske),Ford,267,running,8,39,0
6,13,8,Tyler Reddick,Cat Trial 11: Hot Wheels   (Richard Childress),Chevrolet,267,running,5,43,0
7,8,2,Brad Keselowski,Auto Trader   (Roger Penske),Ford,267,running,4,35,0
8,20,1,Kurt Busch,Monster   (Chip Ganassi),Chevrolet,267,running,0,33,0
9,5,4,Kevin Harvick,Subway Delivery   (Stewart Haas Racing),Ford,267,running,0,34,0
10,1,5,Kyle Larson,Tarlton & Son   (Rick Hendrick),Chevrolet,267,running,95,37,1
11,9,22,Joey Logano,Pennzoil   (Roger Penske),Ford,267,running,0,32,0
12,14,21,Matt DiBenedetto,Suicide Prevention Lifeline   (Wood Brothers),Ford,267,running,0,27,0
13,15,3,Austin Dillon,Bet MGM   (Richard Childress),Chevrolet,266,running,7,26,0
14,19,14,Chase Briscoe,One Cure   (Stewart Haas Racing),Ford,266,running,0,23,0
15,26,99,Daniel Suarez,Good Sam   (Trackhouse Racing),Chevrolet,266,running,0,22,0
16,21,23,Bubba Wallace,Dr. Pepper   (23XI Racing),Toyota,266,running,0,22,0
17,22,47,Ricky Stenhouse Jr,Kroger / Healthy Choice   (JTG-Daugherty Racing),Chevrolet,266,running,0,20,0
18,3,24,William Byron,Axalta / Service King   (Rick Hendrick),Chevrolet,266,running,7,25,0
19,17,10,Aric Almirola,Mobil 1   (Stewart Haas Racing),Ford,266,running,0,18,0
20,29,6,Ryan Newman,Guaranteed Rate   (Jack Roush),Ford,266,running,0,17,0
21,23,34,Michael McDowell,CarParts.com   (Bob Jenkins),Ford,266,running,0,16,0
22,7,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,265,running,0,15,0
23,18,42,Ross Chastain,Clover   (Chip Ganassi),Chevrolet,265,running,0,14,0
24,12,20,Christopher Bell,SiriusXM   (Joe Gibbs),Toyota,265,running,0,13,0
25,25,17,Chris Buescher,Violet Defense   (Jack Roush),Ford,265,running,0,12,0
26,16,43,Erik Jones,Medallion Bank   (Richard Petty Motorsports),Chevrolet,265,running,0,11,0
27,32,38,Anthony Alfredo,Dockside Logistics   (Bob Jenkins),Ford,265,running,0,10,0
28,24,37,Ryan Preece,Natural Light Vodka   (JTG-Daugherty Racing),Chevrolet,265,running,0,9,0
29,28,41,Cole Custer,Dixie Vodka Greyhound Cocktail   (Stewart Haas Racing),Ford,265,running,0,8,0
30,27,7,Corey LaJoie,Built Bar   (Spire Motorsports),Chevrolet,264,running,0,7,0
31,35,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,260,running,0,0,0
32,33,77,Justin Haley,Nations Guard   (Spire Motorsports),Chevrolet,260,running,0,0,0
33,34,78,B.J. McLeod,International Materials   (B.J. McLeod),Ford,257,running,0,0,0
34,36,00,Quin Houff,Eagle Rock Wealth   (StarCom Racing),Chevrolet,255,running,0,3,0
35,30,53,Garrett Smithley,Red Line   (Rick Ware),Chevrolet,254,running,0,0,0
36,31,52,Josh Bilicki,Byrna.com   (Rick Ware),Ford,252,running,0,1,0
37,37,15,Joey Gase,NV Donate Life   (Rick Ware),Chevrolet,84,crash,0,0,0
38,38,66,J.J. Yeley,Fat Boy Premium Ice Cream   (Carl Long),Toyota,76,handling,0,0,0
