Leader,From Lap,To Lap,# Of Laps
Joey Logano,1,8,8
Denny Hamlin,9,9,1
Joey Logano,10,21,12
Brad Keselowski,22,22,1
Joey Logano,23,29,7
Chase Elliott,30,36,7
Ryan Blaney,37,75,39
Denny Hamlin,76,87,12
Chase Elliott,88,90,3
Ryan Blaney,91,120,30
Tyler Reddick,121,122,2
Denny Hamlin,123,193,71
Ryan Blaney,194,194,1
Denny Hamlin,195,217,23
Tyler Reddick,218,218,1
Kyle Busch,219,220,2
Chase Elliott,221,237,17
Denny Hamlin,238,267,30
