Rank,Driver,Wins,Points
1,Denny Hamlin,3,395
2,Kevin Harvick,2,463
3,Joey Logano,2,434
4,Brad Keselowski,2,412
5,Chase Elliott,1,455
6,Martin Truex Jr,1,410
7,Alex Bowman,1,380
8,Ryan Blaney,0,411
9,Kyle Busch,0,359
10,Kurt Busch,0,338
11,Jimmie Johnson,0,322
12,Clint Bowyer,0,316
13,Aric Almirola,0,303
14,Matt DiBenedetto,0,301
15,William Byron,0,291
16,Austin Dillon,0,281
