Leader,From Lap,To Lap,# Of Laps
Matt DiBenedetto,1,9,9
William Byron,10,10,1
Matt DiBenedetto,11,11,1
William Byron,12,21,10
Joey Logano,22,23,2
Michael McDowell,24,24,1
Joey Logano,25,57,33
Ryan Blaney,58,58,1
Joey Logano,59,65,7
Kevin Harvick,66,74,9
Alex Bowman,75,125,51
Kevin Harvick,126,145,20
Ryan Blaney,146,146,1
Kevin Harvick,147,180,34
Chase Elliott,181,208,28
