Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,19,9,Chase Elliott,Kelley Blue Book   (Rick Hendrick),Chevrolet,208,running,28,49,5
2,29,11,Denny Hamlin,FedEx #SupportSmall   (Joe Gibbs),Toyota,208,running,0,35,0
3,18,12,Ryan Blaney,Body Armor   (Roger Penske),Ford,208,running,2,52,0
4,24,47,Ricky Stenhouse Jr,Kroger / Tyson / Oscar Meyer / Kingsford   (JTG-Daugherty Racing),Chevrolet,208,running,0,38,0
5,14,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,208,running,0,40,0
6,8,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,208,running,42,49,1
7,20,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,208,running,0,30,0
8,7,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,208,running,0,37,0
9,15,19,Martin Truex Jr,Bass Pro Shops / Tracker Boats & ATVs   (Joe Gibbs),Toyota,208,running,0,28,0
10,16,4,Kevin Harvick,Busch Light #FaceAtTheRace   (Stewart Haas Racing),Ford,208,running,63,40,0
11,40,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,208,running,0,26,0
12,1,24,William Byron,Axalta   (Rick Hendrick),Chevrolet,208,running,11,25,0
13,5,38,John H. Nemechek,Scag Power Equipment   (Bob Jenkins),Ford,208,running,0,27,0
14,13,8,Tyler Reddick,Okuma   (Richard Childress),Chevrolet,208,running,0,23,0
15,4,21,Matt DiBenedetto,Menards / Richmond   (Wood Brothers),Ford,208,running,10,30,0
16,39,14,Clint Bowyer,Peak   (Stewart Haas Racing),Ford,208,running,0,21,0
17,27,6,Ryan Newman,Roush Performance   (Jack Roush),Ford,208,running,0,20,0
18,9,41,Cole Custer,Autodesk / HaasTooling.com   (Stewart Haas Racing),Ford,208,running,0,19,0
19,23,32,Corey LaJoie,Superior Logistics   (Archie St. Hilaire),Ford,208,running,0,18,0
20,6,10,Aric Almirola,Smithfield Patriotic   (Stewart Haas Racing),Ford,208,running,0,17,0
21,12,95,Christopher Bell,Procore   (Leavine Family Racing),Toyota,208,running,0,18,0
22,11,17,Chris Buescher,Fastenal   (Jack Roush),Ford,208,running,0,16,0
23,26,42,Matt Kenseth,Credit One Bank   (Chip Ganassi),Chevrolet,207,running,0,14,0
24,22,37,Ryan Preece,Cottonelle   (JTG-Daugherty Racing),Chevrolet,207,running,0,13,0
25,3,34,Michael McDowell,CarParts.com   (Bob Jenkins),Ford,207,running,1,12,0
26,10,20,Erik Jones,Craftsman   (Joe Gibbs),Toyota,207,running,0,11,0
27,25,13,Ty Dillon,"GEICO ""Hump Day""   (Germain Racing)",Chevrolet,207,running,0,10,0
28,28,96,Daniel Suarez,Today. Tomorrow. Toyota Patriotic   (Gaunt Brothers),Toyota,207,running,0,9,0
29,17,18,Kyle Busch,M&M's Fudge Brownie   (Joe Gibbs),Toyota,207,running,0,8,0
30,31,27,Gray Gaulding,Panini America   (Rick Ware),Ford,206,running,0,7,0
31,2,88,Alex Bowman,ChevyGoods.com / NOCO   (Rick Hendrick),Chevrolet,206,running,51,22,1
32,35,00,Quin Houff,Good Greek Movers   (StarCom Racing),Chevrolet,205,running,0,5,0
33,34,66,Timmy Hill,RoofClaim.com   (Carl Long),Toyota,205,running,0,0,0
34,21,77,J.J. Yeley,Aquesta Bank   (Spire Motorsports),Chevrolet,204,running,0,0,0
35,32,78,B.J. McLeod,Circle Track Warehouse Auction   (B.J. McLeod),Ford,203,running,0,0,0
36,37,7,Josh Bilicki,"Strutmasters.com Patriotic   (Tommy Baldwin, Jr.)",Chevrolet,200,running,0,0,0
37,38,43,Bubba Wallace,World Wide Technology   (Richard Petty Motorsports),Chevrolet,165,crash,0,2,0
38,30,15,Brennan Poole,Spartan Mosquito Pro Tech   (Rick Ware),Chevrolet,86,crash,0,1,0
39,36,51,Joey Gase,Agri Supply / Carolina Cooker Patriotic   (Rick Ware),Ford,8,dvp,0,0,0
40,33,53,Garrett Smithley,DreamGiveaway.com   (Rick Ware),Chevrolet,0,crash,0,0,0
