Rank,Driver,Wins,Points
1,Joey Logano,2,317
2,Denny Hamlin,2,244
3,Kevin Harvick,1,331
4,Chase Elliott,1,290
5,Alex Bowman,1,288
6,Brad Keselowski,1,265
7,Ryan Blaney,0,264
8,Martin Truex Jr,0,263
9,Aric Almirola,0,225
10,Kurt Busch,0,223
11,Matt DiBenedetto,0,220
12,Kyle Busch,0,217
13,Erik Jones,0,193
14,Clint Bowyer,0,192
15,Austin Dillon,0,190
16,Jimmie Johnson,0,188
