Leader,From Lap,To Lap,# Of Laps
Chase Elliott,1,107,107
Joey Logano,108,123,16
Brad Keselowski,124,181,58
Kevin Harvick,182,182,1
Kyle Busch,183,183,1
William Byron,184,188,5
Michael McDowell,189,189,1
Chase Elliott,190,223,34
Alex Bowman,224,239,16
"Martin Truex, Jr.",240,243,4
Chase Elliott,244,244,1
"Martin Truex, Jr.",245,319,75
Chase Elliott,320,322,3
Jimmie Johnson,323,326,4
Daniel Suarez,327,347,21
"Martin Truex, Jr.",348,400,53
