Leader,From Lap,To Lap,# Of Laps
Chase Elliott,1,3,3
Michael McDowell,4,11,8
Tyler Reddick,12,13,2
Chase Elliott,14,15,2
Chase Briscoe,16,22,7
Todd Gilliland,23,27,5
Joey Logano,28,42,15
Michael McDowell,43,48,6
Chase Elliott,49,58,10
Cole Custer,59,65,7
Austin Dillon,66,71,6
Chase Elliott,72,85,14
Kyle Larson,86,90,5
