driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Chris Buescher,24,6,1,1,32,10,2,85,83,27,31.8,4,63,68.5,19,20.7,92,117.7
Shane Van Gisbergen,3,2,2,1,33,6,-8,53,61,22,41.5,18,84,91.3,1,1.1,92,123.9
Carson Hocevar,29,7,3,1,29,12,8,76,68,25,32.9,4,62,67.4,1,1.1,92,103.6
Ross Chastain,1,1,4,1,31,5,-19,52,71,19,36.5,15,84,91.3,51,55.4,92,136.6
Zane Smith,19,24,5,2,30,14,19,84,65,23,27.4,2,50,54.3,0,0.0,92,93.7
Chase Briscoe,12,4,6,2,34,10,20,68,48,21,30.9,0,68,73.9,0,0.0,92,98.7
Michael McDowell,10,3,7,1,33,6,-16,59,75,27,45.8,1,87,94.6,7,7.6,92,113.9
Corey LaJoie,18,5,8,1,24,9,-9,54,63,21,38.9,3,76,82.6,2,2.2,92,106.2
Ryan Preece,21,23,9,7,36,21,44,99,55,14,14.1,5,32,34.8,0,0.0,92,73.6
Austin Cindric,5,16,10,2,28,14,-5,61,66,22,36.1,0,54,58.7,0,0.0,92,84.8
Noah Gragson,9,9,11,3,29,14,-34,48,82,17,35.4,0,63,68.5,0,0.0,92,88.3
Kyle Larson,20,30,12,3,30,18,28,93,65,26,28.0,2,42,45.7,0,0.0,92,76.2
Daniel Suarez,8,35,13,3,35,19,10,71,61,22,31.0,3,40,43.5,0,0.0,92,77.3
Christopher Bell,17,15,14,9,33,21,-38,46,84,10,21.7,1,37,40.2,0,0.0,92,68.3
Joey Logano,7,11,15,1,30,11,-15,55,70,16,29.1,0,63,68.5,6,6.5,92,89.7
Todd Gilliland,37,26,16,11,37,25,-8,70,78,6,8.6,0,10,10.9,0,0.0,92,46.2
Bubba Wallace,32,33,17,9,35,27,30,96,66,11,11.5,0,12,13.0,0,0.0,92,45.8
Alex Bowman,4,17,18,1,31,15,22,68,46,12,17.6,0,33,35.9,1,1.1,92,71.7
Chase Elliott,14,14,19,5,30,15,20,72,52,17,23.6,1,55,59.8,0,0.0,92,76.9
Martin Truex Jr,2,10,20,1,29,11,-10,54,64,18,33.3,1,56,60.9,4,4.3,92,86.8
John H. Nemechek,35,12,21,8,35,20,-13,72,85,10,13.9,0,33,35.9,0,0.0,92,61.7
Ty Gibbs,15,21,22,4,32,18,-2,72,74,6,8.3,0,31,33.7,0,0.0,92,64.8
Denny Hamlin,22,27,23,10,37,32,15,44,29,1,2.3,1,3,3.3,0,0.0,92,36.6
Harrison Burton,33,28,24,6,35,23,9,78,69,12,15.4,0,15,16.3,0,0.0,92,52.0
Josh Berry,31,13,25,4,31,16,-8,72,80,17,23.6,0,54,58.7,0,0.0,92,73.8
Brad Keselowski,28,29,26,2,32,22,13,87,74,13,14.9,0,20,21.7,0,0.0,92,55.0
Tyler Reddick,16,31,27,7,33,24,-1,66,67,15,22.7,0,25,27.2,0,0.0,92,47.3
Austin Dillon,23,25,28,7,33,24,-20,78,98,9,11.5,0,9,9.8,0,0.0,92,41.8
Justin Haley,36,18,29,15,36,24,10,82,72,2,2.4,0,0,0.0,0,0.0,92,51.5
Kyle Busch,13,32,30,10,37,30,-28,42,70,12,28.6,0,9,9.8,0,0.0,92,38.3
Daniel Hemric,27,20,31,10,32,24,25,78,53,2,2.6,0,6,6.5,0,0.0,92,45.8
Juan Pablo Montoya,34,8,32,8,34,22,-19,78,97,9,11.5,1,35,38.5,0,0.0,91,52.9
Erik Jones,25,34,33,8,35,26,12,62,50,4,6.5,2,11,12.2,0,0.0,90,52.1
William Byron,11,22,34,4,34,17,8,64,56,12,18.8,0,49,54.4,0,0.0,90,67.0
Kaz Grala,38,19,35,12,38,28,1,71,70,3,4.2,0,4,4.6,0,0.0,87,33.2
A.J. Allmendinger,6,36,36,5,34,34,-30,1,31,1,100.0,0,5,83.3,0,0.0,6,28.7
Ricky Stenhouse Jr,26,37,37,26,35,37,-8,5,13,0,0.0,0,0,0.0,0,0.0,2,25.2
Ryan Blaney,30,38,38,30,30,38,-5,5,10,0,0.0,0,0,0.0,0,0.0,0,26.0
