Leader,From Lap,To Lap,# Of Laps
Ross Chastain,1,17,17
Martin Truex Jr,18,21,4
Alex Bowman,22,22,1
Ross Chastain,23,56,34
Chris Buescher,57,58,2
Michael McDowell,59,65,7
Corey LaJoie,66,67,2
Joey Logano,68,73,6
Chris Buescher,74,89,16
Carson Hocevar,90,90,1
Shane Van Gisbergen,91,91,1
Chris Buescher,92,92,1
