Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,13,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,130,running,16,43,5
2,5,18,Kyle Busch,M&M's Mini's   (Joe Gibbs),Toyota,130,running,30,47,1
3,2,24,William Byron,Axalta Color of the Year   (Rick Hendrick),Chevrolet,130,running,13,50,0
4,10,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,130,running,11,43,0
5,27,12,Ryan Blaney,Menards / Richmond   (Roger Penske),Ford,130,running,0,38,0
6,8,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,130,running,12,45,1
7,4,22,Joey Logano,Shell  / Pennzoil   (Roger Penske),Ford,130,running,18,45,0
8,3,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,130,running,0,35,0
9,1,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,130,running,15,45,0
10,18,2,Brad Keselowski,Detroit Engines   (Roger Penske),Ford,130,running,0,28,0
11,16,8,Tyler Reddick,Kalahari Resorts & Conventions   (Richard Childress),Chevrolet,130,running,0,27,0
12,29,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,130,running,0,25,0
13,14,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,130,running,0,27,0
14,20,23,Bubba Wallace,Root Insurance   (23XI Racing),Toyota,130,running,0,23,0
15,7,47,Ricky Stenhouse Jr,Scott Brand   (JTG-Daugherty Racing),Chevrolet,130,running,0,22,0
16,11,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,130,running,0,21,0
17,9,20,Christopher Bell,Rheem   (Joe Gibbs),Toyota,130,running,0,20,0
18,15,19,Martin Truex Jr,Stanley Tools   (Joe Gibbs),Toyota,130,running,0,23,0
19,17,34,Michael McDowell,ARRMA   (Bob Jenkins),Ford,130,running,5,18,0
20,25,17,Chris Buescher,Acronis   (Jack Roush),Ford,130,running,0,17,0
21,12,3,Austin Dillon,Workrise   (Richard Childress),Chevrolet,130,running,0,18,0
22,22,43,Erik Jones,Medallion Bank   (Richard Petty Motorsports),Chevrolet,130,running,0,15,0
23,31,37,Ryan Preece,Thomas' / Kroger   (JTG-Daugherty Racing),Chevrolet,130,running,0,14,0
24,28,14,Chase Briscoe,HighPoint.com / Webex by Cisco   (Stewart Haas Racing),Ford,130,running,0,13,0
25,35,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,130,running,0,0,0
26,24,38,Anthony Alfredo,Death Wish Coffee   (Bob Jenkins),Ford,130,running,0,11,0
27,34,77,Justin Haley,Diamond Creek Water   (Spire Motorsports),Chevrolet,130,running,0,0,0
28,36,15,James Davison,Go FMX   (Rick Ware),Chevrolet,130,running,0,9,0
29,30,53,Garrett Smithley,Rich Mar Florist   (Rick Ware),Chevrolet,130,running,0,0,0
30,32,78,B.J. McLeod,American Brain Tumor Association   (B.J. McLeod),Ford,130,running,0,0,0
31,37,00,Quin Houff,Mane 'n Tail / Spirit Untamed   (StarCom Racing),Chevrolet,130,running,0,6,0
32,21,21,Matt DiBenedetto,Motorcraft / Quick Lane   (Wood Brothers),Ford,129,running,0,5,0
33,6,42,Ross Chastain,McDonald's   (Chip Ganassi),Chevrolet,129,running,10,4,0
34,33,52,Josh Bilicki,Jacob Companies   (Rick Ware),Ford,128,running,0,3,0
35,38,66,Timmy Hill,M&M Mechanical   (Carl Long),Toyota,126,running,0,0,0
36,23,7,Corey LaJoie,Nations Guard   (Spire Motorsports),Chevrolet,125,running,0,1,0
37,19,6,Ryan Newman,Wyndham Rewards   (Jack Roush),Ford,96,crash,0,1,0
38,26,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,13,crash,0,1,0
