Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,24,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,400,running,10,51,5
2,2,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,400,running,207,55,2
3,5,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,400,running,49,50,0
4,8,20,Christopher Bell,SiriusXM   (Joe Gibbs),Toyota,400,running,0,40,0
5,1,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,400,running,107,50,0
6,22,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,400,running,0,32,0
7,4,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,400,running,0,40,0
8,10,18,Kyle Busch,M&M's Red Nose Day   (Joe Gibbs),Toyota,400,running,1,33,0
9,16,21,Matt DiBenedetto,Menards / Libman   (Wood Brothers),Ford,400,running,0,33,0
10,11,3,Austin Dillon,Chevrolet   (Richard Childress),Chevrolet,400,running,1,30,0
11,7,12,Ryan Blaney,Body Armor   (Roger Penske),Ford,400,running,0,32,0
12,3,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,400,running,0,25,0
13,17,1,Kurt Busch,Tubi TV   (Chip Ganassi),Chevrolet,400,running,0,24,0
14,20,2,Brad Keselowski,Discount Tire   (Roger Penske),Ford,400,running,25,25,0
15,18,42,Ross Chastain,McDonald's   (Chip Ganassi),Chevrolet,399,running,0,22,0
16,27,99,Daniel Suarez,Camping World   (Trackhouse Racing),Chevrolet,399,running,0,21,0
17,14,47,Ricky Stenhouse Jr,Kroger / Nature Valley   (JTG-Daugherty Racing),Chevrolet,399,running,0,20,0
18,6,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,398,running,0,19,0
19,30,43,Erik Jones,Medallion Bank   (Richard Petty Motorsports),Chevrolet,398,running,0,18,0
20,13,8,Tyler Reddick,CAT #WhatPowersYou   (Richard Childress),Chevrolet,398,running,0,17,0
21,36,7,Corey LaJoie,Schluter Systems   (Spire Motorsports),Chevrolet,398,running,0,16,0
22,26,14,Chase Briscoe,Global Mustang Week   (Stewart Haas Racing),Ford,398,running,0,15,0
23,21,41,Cole Custer,HaasTooling.com   (Stewart Haas Racing),Ford,398,running,0,14,0
24,9,4,Kevin Harvick,Hunt Brothers Pizza   (Stewart Haas Racing),Ford,397,running,0,20,0
25,12,17,Chris Buescher,Fifth Third Bank   (Jack Roush),Ford,397,running,0,12,0
26,15,23,Bubba Wallace,Root Insurance   (23XI Racing),Toyota,397,running,0,11,0
27,23,34,Michael McDowell,Love's Travel Stops / Speedco   (Bob Jenkins),Ford,396,running,0,10,0
28,38,33,Austin Cindric,Verizon 5G   (Roger Penske),Ford,396,running,0,0,0
29,25,37,Ryan Preece,Maxwell House   (JTG-Daugherty Racing),Chevrolet,396,running,0,8,0
30,19,6,Ryan Newman,Oscar Mayer Bacon   (Jack Roush),Ford,395,running,0,7,0
31,29,38,Anthony Alfredo,MDS   (Bob Jenkins),Ford,395,running,0,6,0
32,35,78,B.J. McLeod,Surface Sunscreen   (B.J. McLeod),Ford,393,running,0,0,0
33,28,15,James Davison,Jacob Companies   (Rick Ware),Chevrolet,390,running,0,4,0
34,32,00,Quin Houff,Mount-N-Lock   (StarCom Racing),Chevrolet,390,running,0,3,0
35,37,53,Garrett Smithley,Trophy Tractor   (Rick Ware),Chevrolet,389,running,0,0,0
36,33,51,Cody Ware,Nurtec ODT   (Rick Ware),Chevrolet,385,running,0,0,0
37,31,52,Josh Bilicki,Insurance King   (Rick Ware),Ford,384,running,0,1,0
38,34,77,Justin Haley,Diamond Creek Water   (Spire Motorsports),Chevrolet,1,engine,0,0,0
