Rank,Driver,Wins,Points
1,Kyle Busch,4,983
2,Denny Hamlin,4,877
3,Martin Truex Jr,4,862
4,Brad Keselowski,3,832
5,Joey Logano,2,919
6,Kevin Harvick,2,864
7,Chase Elliott,2,780
8,Kurt Busch,1,790
9,Alex Bowman,1,694
9,Erik Jones,1,694
11,Kyle Larson,0,714
12,Ryan Blaney,0,710
13,William Byron,0,683
14,Aric Almirola,0,674
15,Clint Bowyer,0,625
16,Daniel Suarez,0,617
