Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,1,22,Joey Logano,Shell  / Pennzoil   (Roger Penske),Ford,203,running,163,50,6
2,7,1,Kurt Busch,Monster Energy   (Chip Ganassi),Chevrolet,203,running,0,48,0
3,16,19,Martin Truex Jr,Auto-Owners Insurance   (Joe Gibbs),Toyota,203,running,0,47,0
4,9,41,Daniel Suarez,Haas Automation Demo Day   (Stewart Haas Racing),Ford,203,running,1,33,0
5,15,18,Kyle Busch,M&M's Hazelnut   (Joe Gibbs),Toyota,203,running,0,37,0
6,8,2,Brad Keselowski,Miller Lite   (Roger Penske),Ford,203,running,6,32,0
7,3,4,Kevin Harvick,Busch Light   (Stewart Haas Racing),Ford,203,running,15,39,0
8,18,6,Ryan Newman,Coca-Cola Patriotic   (Jack Roush),Ford,203,running,0,29,0
9,13,12,Ryan Blaney,Menards / Wrangler Riggs   (Roger Penske),Ford,203,running,1,28,0
10,20,88,Alex Bowman,Nationwide   (Rick Hendrick),Chevrolet,203,running,0,38,0
11,4,11,Denny Hamlin,FedEx Freight   (Joe Gibbs),Toyota,203,running,5,26,0
12,11,8,Daniel Hemric,Chevrolet Accessories   (Richard Childress),Chevrolet,203,running,0,29,0
13,6,21,Paul Menard,Menards / NIBCO   (Wood Brothers),Ford,203,running,0,26,0
14,22,42,Kyle Larson,Credit One Bank   (Chip Ganassi),Chevrolet,203,running,0,27,0
15,19,48,Jimmie Johnson,Ally   (Rick Hendrick),Chevrolet,203,running,0,22,0
16,31,37,Chris Buescher,Kroger - Thrill of the Grill   (JTG-Daugherty Racing),Chevrolet,203,running,0,22,0
17,2,10,Aric Almirola,Smithfield / Meijer   (Stewart Haas Racing),Ford,203,running,1,33,0
18,21,24,William Byron,Hendrick Autoguard   (Rick Hendrick),Chevrolet,203,running,2,22,0
19,10,17,Ricky Stenhouse Jr,NOS Energy   (Jack Roush),Ford,203,running,0,18,0
20,17,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,203,running,1,20,0
21,29,95,Matt DiBenedetto,Toyota Express Maintenance   (Leavine Family Racing),Toyota,203,running,0,16,0
22,25,13,Ty Dillon,Twisted Tea   (Germain Racing),Chevrolet,203,running,0,15,0
23,32,32,Corey LaJoie,Harvest Investments   (Archie St. Hilaire),Ford,203,running,0,14,0
24,26,36,Matt Tifft,Surface Sunscreen / Surfacecorp.com   (Bob Jenkins),Ford,203,running,0,13,0
25,28,47,Ryan Preece,Kroger / Creamette / Viva   (JTG-Daugherty Racing),Chevrolet,203,running,0,12,0
26,12,3,Austin Dillon,Dow Salutes Veterans   (Richard Childress),Chevrolet,202,running,7,21,1
27,23,34,Michael McDowell,Melling Performance / Dockside Logistics   (Bob Jenkins),Ford,202,running,0,10,0
28,27,43,Bubba Wallace,Victory Junction   (Richard Petty Motorsports),Chevrolet,201,running,0,9,0
29,30,00,Landon Cassill,Superior Essex   (StarCom Racing),Chevrolet,201,running,0,0,0
30,36,15,Garrett Smithley,Victory Lane Quick Oil Change   (Jay Robinson),Chevrolet,200,running,0,0,0
31,14,20,Erik Jones,Craftsman / Sport Clips   (Joe Gibbs),Toyota,199,running,0,14,0
32,35,77,Quin Houff,Spire Motorsports,Chevrolet,198,running,0,5,0
33,34,52,Josh Bilicki,Zeigler Auto Group / Marriott Companies   (Rick Ware),Chevrolet,197,running,0,0,0
34,24,38,David Ragan,Citgard Heavy Duty Engine Oil   (Bob Jenkins),Ford,195,running,0,3,0
35,5,14,Clint Bowyer,Haas Automation / IT Savvy   (Stewart Haas Racing),Ford,130,crash,1,2,0
36,33,51,Kyle Weatherman,Jacob Companies   (Rick Ware),Ford,69,crash,0,0,0
