Pos,St,#,Driver,Sponsor / Owner,Car,Laps,Status,Led,Pts,PPts
1,12,24,William Byron,Liberty University   (Rick Hendrick),Chevrolet,325,running,111,52,6
2,7,1,Ross Chastain,Advent Health   (Trackhouse Racing),Chevrolet,325,running,42,36,0
3,9,45,Kurt Busch,Monster Energy   (23XI Racing),Toyota,325,running,4,39,0
4,13,99,Daniel Suarez,CommScope   (Trackhouse Racing),Chevrolet,325,running,13,46,0
5,33,7,Corey LaJoie,Fraternal Order of Eagles   (Spire Motorsports),Chevrolet,325,running,0,32,0
6,6,9,Chase Elliott,NAPA Auto Parts   (Rick Hendrick),Chevrolet,325,running,29,40,0
7,14,17,Chris Buescher,IT Savvy   (Jack Roush),Ford,325,running,0,30,0
8,26,19,Martin Truex Jr,Bass Pro Shops   (Joe Gibbs),Toyota,325,running,5,33,0
9,3,22,Joey Logano,Shell / Pennzoil   (Roger Penske),Ford,325,running,12,28,0
10,11,48,Alex Bowman,Ally   (Rick Hendrick),Chevrolet,325,running,0,31,0
11,22,31,Justin Haley,Leaf Filter Gutter Protection   (Matthew Kaulig),Chevrolet,325,running,1,26,0
12,24,6,Brad Keselowski,Kohler Generators   (Jack Roush),Ford,325,running,0,-69,-10
13,19,23,Bubba Wallace,McDonald's   (23XI Racing),Toyota,325,running,3,27,0
14,23,43,Erik Jones,Focus Factor   (Petty GMS Motorsports),Chevrolet,325,running,0,29,0
15,1,14,Chase Briscoe,HighPoint.com   (Stewart Haas Racing),Ford,325,running,5,30,0
16,36,77,Josh Bilicki,Zeigler Auto Group   (Spire Motorsports),Chevrolet,325,running,0,0,0
17,2,12,Ryan Blaney,Body Armor   (Roger Penske),Ford,325,running,15,30,1
18,35,15,David Ragan,Select Blinds   (Rick Ware),Ford,325,running,0,19,0
19,34,78,B.J. McLeod,Celsius   (B.J. McLeod),Ford,325,running,2,18,0
20,37,44,Greg Biffle,Stillman College   (Johnathan Cohen),Chevrolet,325,running,0,17,0
21,8,4,Kevin Harvick,Mobil 1   (Stewart Haas Racing),Ford,325,running,11,16,0
22,10,10,Aric Almirola,Smithfield   (Stewart Haas Racing),Ford,325,running,6,22,0
23,27,20,Christopher Bell,DeWalt   (Joe Gibbs),Toyota,325,running,16,15,0
24,29,34,Michael McDowell,Fr8Auctions.com   (Bob Jenkins),Ford,321,running,0,13,0
25,31,21,Harrison Burton,DEX Imaging   (Wood Brothers),Ford,321,running,0,12,0
26,32,51,Cody Ware,Nurtec ODT   (Rick Ware),Ford,300,crash,0,11,0
27,25,38,Todd Gilliland,Georgia Peanuts   (Bob Jenkins),Ford,297,dvp,0,10,0
28,5,8,Tyler Reddick,3CHI   (Richard Childress),Chevrolet,245,crash,5,12,0
29,15,11,Denny Hamlin,FedEx Ground   (Joe Gibbs),Toyota,212,crash,1,17,0
30,21,5,Kyle Larson,HendrickCars.com   (Rick Hendrick),Chevrolet,212,crash,1,9,0
31,28,47,Ricky Stenhouse Jr,Kroger / Sweet Leaf   (JTG-Daugherty Racing),Chevrolet,200,crash,22,13,0
32,16,2,Austin Cindric,Menards / Knauf   (Roger Penske),Ford,200,crash,0,5,0
33,4,18,Kyle Busch,M&M's   (Joe Gibbs),Toyota,171,crash,21,4,0
34,20,41,Cole Custer,Dixie Vodka   (Stewart Haas Racing),Ford,150,crash,0,3,0
35,17,3,Austin Dillon,Bass Pro Shops / Tracker Off Road   (Richard Childress),Chevrolet,101,crash,0,2,0
36,18,42,Ty Dillon,Alsco Uniforms   (Petty GMS Motorsports),Chevrolet,101,crash,0,1,0
37,30,16,Noah Gragson,chevyliners.com   (Matthew Kaulig),Chevrolet,23,crash,0,0,0
