driver_name,start_pos,mid_race_pos,finish_pos,highest_pos,lowest_pos,avg_pos,pass_diff,green_flag_passes,green_flag_times_passed,quality_passes,pct_quality_passes,fastest_lap,top_15_laps,pct_top_15_laps,laps_led,pct_laps_led,total_laps,driver_rating
Kyle Larson,18,3,1,1,31,4,15,103,88,40,38.8,30,354,96.5,55,15.0,367,127.9
Tyler Reddick,3,5,2,1,20,3,8,71,63,41,57.7,27,365,99.5,90,24.5,367,125.4
Chris Buescher,8,13,3,2,25,7,2,89,87,36,40.4,6,364,99.2,0,0.0,367,108.3
William Byron,23,2,4,1,33,9,8,94,86,27,28.7,22,256,69.8,0,0.0,367,101.9
Ross Chastain,27,20,5,2,34,18,6,128,122,16,12.5,11,133,36.2,0,0.0,367,76.3
Brad Keselowski,5,12,6,3,26,9,9,148,139,62,41.9,9,345,94.0,0,0.0,367,100.8
Bubba Wallace,19,16,7,3,24,12,14,120,106,48,40.0,5,244,66.5,0,0.0,367,91.9
Chase Elliott,13,8,8,4,27,11,17,116,99,59,50.9,8,329,89.6,0,0.0,367,89.1
Ryan Blaney,4,7,9,3,29,10,8,131,123,38,29.0,1,284,77.4,0,0.0,367,95.4
Erik Jones,20,6,10,2,30,10,5,114,109,53,46.5,3,323,88.0,0,0.0,367,91.2
Kyle Busch,11,9,11,2,36,15,23,184,161,48,26.1,5,216,58.9,0,0.0,367,75.8
Joey Logano,6,22,12,5,31,15,9,127,118,27,21.3,1,190,51.8,0,0.0,367,78.2
A.J. Allmendinger,16,17,13,1,30,14,4,156,152,64,41.0,3,263,71.7,0,0.0,367,79.0
Aric Almirola,10,10,14,2,31,15,-4,144,148,39,27.1,1,267,72.8,0,0.0,367,71.7
Chase Briscoe,12,11,15,6,34,16,-33,114,147,27,23.7,1,170,46.3,0,0.0,367,65.6
Ricky Stenhouse Jr,25,25,16,3,35,26,13,163,150,7,4.3,3,13,3.5,0,0.0,367,52.3
Carson Hocevar,15,18,17,10,29,20,-16,139,155,11,7.9,1,19,5.2,0,0.0,367,59.6
Martin Truex Jr,31,26,18,2,32,22,3,146,143,14,9.6,8,56,15.3,0,0.0,367,59.5
Kevin Harvick,7,4,19,1,28,8,6,101,95,37,36.6,13,312,85.0,1,0.3,367,99.1
Austin Dillon,28,14,20,8,35,20,16,135,119,17,12.6,1,59,16.1,0,0.0,367,55.6
Ty Gibbs,17,19,21,4,30,18,-19,143,162,30,21.0,1,91,24.8,0,0.0,367,62.7
Corey LaJoie,22,33,22,1,33,24,-3,154,157,17,11.0,4,18,4.9,3,0.8,367,47.2
Christopher Bell,1,23,23,1,30,16,-35,101,136,29,28.7,21,143,39.1,40,10.9,366,69.7
Justin Haley,29,27,24,8,33,28,4,131,127,2,1.5,9,2,0.5,0,0.0,366,43.0
Denny Hamlin,2,1,25,1,30,8,-22,50,72,21,42.0,47,272,74.3,177,48.4,366,115.8
Todd Gilliland,30,30,26,14,36,27,-17,97,114,0,0.0,1,1,0.3,0,0.0,366,40.2
Ryan Newman,35,32,27,19,36,31,6,77,71,0,0.0,1,0,0.0,0,0.0,365,34.2
Ryan Preece,34,34,28,24,36,32,2,40,38,0,0.0,6,0,0.0,0,0.0,364,34.0
Ty Dillon,26,35,29,3,36,33,-9,57,66,3,5.3,30,2,0.5,0,0.0,364,35.4
J.J. Yeley,33,31,30,1,36,32,-2,109,111,7,6.4,0,3,0.8,1,0.3,362,30.6
Austin Cindric,14,21,31,6,35,21,0,84,84,31,36.9,0,155,42.9,0,0.0,361,54.5
Michael McDowell,9,29,32,9,34,26,-14,104,118,5,4.8,10,31,9.4,0,0.0,329,40.6
Alex Bowman,24,28,33,2,35,23,-1,118,119,29,24.6,16,89,27.6,0,0.0,322,62.2
Daniel Suarez,21,15,34,6,30,20,-5,113,118,16,14.2,1,119,37.2,0,0.0,320,51.2
Harrison Burton,32,24,35,3,35,26,6,126,120,7,5.6,0,15,4.7,0,0.0,318,43.2
B.J. McLeod,36,36,36,5,36,36,-2,52,54,3,5.8,0,2,1.0,0,0.0,210,23.2
